Rank,Player Name,Team,Position,FPT,CR,PLUS,GP,MIN,ST,PTS,REB,AST,STL,BLK,BA,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,TOV,PF,FD,+/-
6,D. Thompson,VBC,G,21.00,12.2,+0.3,1,23,1,13,6,8,3,0,0,5,13,38.5,1,7,14.3,2,2,100.0,2,4,1,2,2,-14
7,K. Prepelic,DUB,G,20.90,7.2,+0.5,1,32,1,13,0,6,2,0,0,5,6,83.3,3,4,75.0,0,0,0.0,0,0,0,3,2,21
8,D. Willis,PBB,F,20.90,8.9,+0.5,1,19,0,7,12,0,0,1,0,3,6,50.0,0,3,0.0,1,1,100.0,5,7,1,1,4,7
9,D. Motiejunas,CZV,C,20.90,7.6,+0.5,1,20,1,13,3,2,2,0,0,5,7,71.4,1,1,100.0,2,2,100.0,1,2,2,2,5,-3
10,N. Mirotic,ASM,F,20.00,16.3,+0.1,1,23,1,16,6,0,1,0,0,5,8,62.5,4,6,66.7,2,4,50.0,1,5,0,2,4,-11
11,D. Osetkowski,PAR,F,20.00,9.7,+0.4,1,24,0,11,6,2,1,0,0,2,5,40.0,1,2,50.0,6,6,100.0,1,5,0,1,4,6
12,T. Shengelia,BAR,F,19.80,15.3,+0.1,1,19,1,8,7,8,0,0,0,3,7,42.9,1,3,33.3,1,2,50.0,3,4,0,2,2,25
13,J. Parker,PAR,F,19.00,11.4,+0.3,1,25,1,23,1,1,0,0,0,8,12,66.7,3,5,60.0,4,4,100.0,0,1,1,4,3,0
14,V. Marinkovic,PAR,F,19.00,7.1,+0.5,1,20,0,13,4,2,2,0,0,5,8,62.5,3,6,50.0,0,0,0.0,1,3,0,1,2,-1
15,S. Vezenkov,OLY,F,19.00,17.8,0.0,1,30,1,12,7,1,1,0,0,2,6,33.3,0,3,0.0,8,9,88.9,1,6,3,0,6,-2
1,M. Santos,MTA,C,19.00,7.3,+0.5,1,19,0,18,1,1,1,1,0,5,6,83.3,4,4,100.0,4,4,100.0,0,1,2,3,3,-1
2,C. Okeke,RMB,F,18.70,13.8,+0.2,1,21,1,14,5,0,0,0,0,5,7,71.4,4,6,66.7,0,0,0.0,2,3,0,0,0,9
3,F. Petrusev,DUB,F,18.70,13.8,+0.2,1,24,1,11,8,2,0,1,0,4,7,57.1,0,0,0.0,3,4,75.0,3,5,2,3,4,20
4,T. Ward,OLY,F,18.00,10.1,+0.3,1,30,1,13,5,7,0,0,1,3,7,42.9,1,3,33.3,6,10,60.0,1,4,1,4,7,2
5,L. Samanic,BKN,C,18.00,9.3,+0.3,1,21,0,15,4,2,0,0,2,3,8,37.5,0,2,0.0,9,10,90.0,0,4,0,1,6,-11
6,D. Bacon,DUB,F,17.60,11.9,+0.2,1,34,1,21,4,0,2,0,2,7,17,41.2,2,8,25.0,5,6,83.3,2,2,3,1,6,21
7,J. Motley,HTA,C,17.60,12.2,+0.2,1,19,0,14,3,0,0,1,1,6,7,85.7,0,0,0.0,2,2,100.0,3,0,1,1,2,-15
8,D. Hall,FBB,G,17.00,9.7,+0.3,1,23,1,10,6,1,1,0,0,2,3,66.7,0,1,0.0,6,6,100.0,1,5,4,1,5,-17
9,S. Francisco,ZAL,G,17.00,14.4,0.0,1,30,1,13,4,7,2,0,0,4,11,36.4,1,8,12.5,4,4,100.0,2,2,3,4,5,-6
10,A. Butkevicius,ZAL,F,17.00,7.2,+0.4,1,25,1,14,4,0,1,0,0,6,8,75.0,2,4,50.0,0,0,0.0,0,4,1,2,3,-3
11,D. Theis,ASM,C,17.00,14.3,+0.1,1,25,1,10,6,0,1,2,0,4,5,80.0,1,1,100.0,1,1,100.0,2,4,1,2,2,4
12,A. Obst,BAY,G,16.50,8.3,+0.3,1,26,0,14,5,1,1,0,0,3,10,30.0,3,9,33.3,5,5,100.0,0,5,1,1,3,17
13,M. Wright Iv,DUB,G,15.40,10.6,+0.2,1,31,1,7,2,6,3,0,1,1,6,16.7,1,2,50.0,4,4,100.0,0,2,0,3,5,27
14,T. Blatt,MTA,G,15.00,8.4,+0.2,1,25,1,15,0,4,0,0,0,3,7,42.9,2,6,33.3,7,9,77.8,0,0,5,0,7,-14
15,D. Lighty,ASV,F,15.00,5.7,+0.4,1,17,0,13,2,4,0,0,0,5,7,71.4,3,4,75.0,0,0,0.0,0,2,1,2,1,-5
1,T. Luwawu-cabarrot,BKN,F,15.00,9.8,+0.2,1,27,1,20,0,1,1,0,1,6,11,54.5,4,8,50.0,4,4,100.0,0,0,2,3,4,-14
2,C. Osman,PAO,F,14.30,12.9,0.0,1,29,1,12,5,3,0,0,1,3,8,37.5,2,5,40.0,4,6,66.7,1,4,0,3,4,15
3,S. Niang,VIR,F,14.30,8.3,+0.2,1,21,0,10,6,2,0,1,1,4,6,66.7,0,0,0.0,2,2,100.0,5,1,2,2,1,-8
4,K. Jones,EFS,C,14.30,10.2,+0.1,1,10,0,6,7,0,0,1,0,2,2,100.0,0,0,0.0,2,2,100.0,2,5,0,2,1,7
5,A. Peters,OLY,F,14.00,9.1,+0.1,1,18,0,14,4,0,1,0,0,5,6,83.3,4,5,80.0,0,0,0.0,0,4,1,3,0,-1
6,A. Blakeney,HTA,G,13.20,10.1,+0.1,1,23,0,17,0,1,0,0,0,6,12,50.0,5,8,62.5,0,0,0.0,0,0,0,3,3,-1
7,S. Herrera,PBB,G,13.20,4.4,+0.3,1,18,0,14,2,0,1,1,0,5,9,55.6,4,8,50.0,0,0,0.0,0,2,0,3,1,9
8,I. Cordinier,EFS,G,13.20,10.7,0.0,1,20,1,10,7,2,0,0,0,4,7,57.1,2,4,50.0,0,0,0.0,2,5,2,4,2,9
9,S. Larkin,EFS,G,13.20,13.5,−0.1,1,31,1,18,0,3,1,0,1,6,15,40.0,4,4,100.0,2,2,100.0,0,0,4,0,4,-11
10,D. Bertans,DUB,F,13.20,9.6,+0.1,1,27,0,13,5,1,0,0,0,2,6,33.3,2,6,33.3,7,7,100.0,2,3,1,4,2,5
11,S. Ojeleye,CZV,F,13.20,9.6,+0.1,1,21,0,10,5,0,1,0,1,2,4,50.0,0,1,0.0,6,8,75.0,2,3,1,2,4,9
12,A. Diarra,VIR,C,13.20,8.7,+0.1,1,9,0,6,4,0,0,2,0,2,2,100.0,0,0,0.0,2,3,66.7,1,3,0,1,2,5
13,M. James,ASM,G,13.00,14.9,−0.2,1,32,1,10,2,7,1,0,0,1,11,9.1,1,4,25.0,7,7,100.0,0,2,0,1,4,0
14,T. Forrest,BKN,G,13.00,10.7,0.0,1,11,0,6,3,1,2,0,0,1,1,100.0,0,0,0.0,4,4,100.0,2,1,1,0,2,5
15,H. Diallo,BKN,F,13.00,11.6,0.0,1,27,1,15,5,3,0,0,1,4,11,36.4,0,4,0.0,7,10,70.0,1,4,5,1,7,-13
1,T. Leaf,MTA,F,13.00,10.9,0.0,1,22,0,5,8,0,1,0,0,1,2,50.0,0,0,0.0,3,4,75.0,2,6,0,2,3,4
2,L. Vildoza,VIR,G,12.10,9.1,+0.1,1,15,0,8,3,3,0,0,0,3,6,50.0,2,4,50.0,0,0,0.0,1,2,0,2,2,4
3,T. Satoransky,BAR,G,12.10,10.1,0.0,1,15,1,8,0,4,0,0,0,3,4,75.0,1,2,50.0,1,1,100.0,0,0,1,1,2,19
4,M. Hezonja,RMB,F,12.10,13.3,−0.1,1,16,0,12,5,1,0,0,1,4,10,40.0,2,6,33.3,2,2,100.0,2,3,1,1,2,10
5,G. Watson,ASV,G,12.00,10.1,+0.1,1,16,1,10,2,2,0,0,0,4,5,80.0,2,2,100.0,0,0,0.0,0,2,1,3,3,-4
6,W. Baldwin Iv,FBB,G,12.00,11.5,0.0,1,22,0,12,1,5,0,0,0,6,9,66.7,0,2,0.0,0,0,0.0,0,1,1,3,1,-18
7,S. Shields,EA7,F,12.00,13.9,−0.1,1,30,1,10,5,0,1,1,0,3,10,30.0,2,6,33.3,2,3,66.7,1,4,0,0,3,-8
8,D. Hackett,VIR,G,11.00,5.8,+0.2,1,21,0,5,4,1,2,0,0,2,7,28.6,1,3,33.3,0,0,0.0,0,4,0,0,3,-3
9,P. Dozier,EFS,G,11.00,8.7,+0.1,1,21,0,11,4,3,2,0,1,5,13,38.5,0,2,0.0,1,2,50.0,1,3,0,2,2,-1
10,L. Brown,EA7,G,11.00,10.3,0.0,1,26,1,8,7,4,1,0,1,3,11,27.3,0,4,0.0,2,2,100.0,1,6,3,1,4,-2
11,J. Hernangomez,PAO,F,11.00,14.0,−0.2,1,25,1,5,8,0,0,1,0,2,6,33.3,1,3,33.3,0,0,0.0,2,6,0,0,0,14
12,K. Mitoglou,PAO,F,11.00,8.6,0.0,1,18,0,6,3,1,1,0,0,2,2,100.0,0,0,0.0,2,4,50.0,0,3,1,1,3,-5
13,N. Reuvers,VBC,F,11.00,8.4,+0.1,1,21,0,13,3,0,0,2,0,5,9,55.6,3,3,100.0,0,0,0.0,0,3,1,2,0,20
14,J. Morgan,PBB,F,11.00,7.8,+0.1,1,24,1,12,3,1,0,0,1,4,7,57.1,4,6,66.7,0,0,0.0,2,1,1,1,0,15
15,C. Moneke,CZV,F,11.00,15.8,−0.3,1,19,1,13,2,0,0,0,0,5,7,71.4,0,0,0.0,3,5,60.0,1,1,2,4,5,0
1,G. Papagiannis,EFS,C,11.00,7.7,+0.1,1,23,1,3,4,2,1,2,0,1,2,50.0,1,2,50.0,0,0,0.0,0,4,0,1,0,0
2,Z. Seljaas,ASV,F,10.00,9.9,−0.1,1,18,1,7,2,1,1,0,0,2,5,40.0,1,4,25.0,2,2,100.0,0,2,0,0,2,-5
3,J. Blossomgame,ASM,F,10.00,8.0,+0.1,1,17,0,6,4,0,0,0,0,2,4,50.0,0,1,0.0,2,2,100.0,2,2,1,0,3,7
4,B. Colson,FBB,F,10.00,9.4,0.0,1,21,1,12,4,0,1,0,0,4,11,36.4,1,5,20.0,3,3,100.0,1,3,2,0,2,-26
5,N. Sako,VBC,C,10.00,9.1,0.0,1,18,1,11,3,1,0,1,0,5,8,62.5,0,0,0.0,1,1,100.0,1,2,2,2,1,-24
6,N. Milutinov,OLY,C,10.00,14.1,−0.2,1,19,1,7,3,0,1,1,0,2,5,40.0,0,0,0.0,3,4,75.0,1,2,0,0,2,-7
7,D. Hall,OLY,C,10.00,12.0,−0.1,1,16,0,6,5,0,0,2,1,2,3,66.7,0,0,0.0,2,2,100.0,1,4,1,1,1,10
8,A. Pajola,VIR,G,9.90,8.0,+0.1,1,22,1,6,2,5,1,0,0,2,5,40.0,1,3,33.3,1,2,50.0,0,2,1,3,3,4
9,K. Punter,BAR,G,9.90,13.2,−0.2,1,16,1,12,1,0,1,0,0,3,9,33.3,2,7,28.6,4,4,100.0,0,1,0,1,2,23
10,K. Baldwin,BAY,G,9.90,7.3,+0.1,1,27,1,11,4,3,3,0,0,5,15,33.3,1,6,16.7,0,0,0.0,1,3,1,2,1,10
11,G. Deck,RMB,F,9.90,10.2,−0.1,1,24,1,6,5,1,0,0,0,2,4,50.0,0,2,0.0,2,2,100.0,0,5,1,1,1,-4
12,W. Clyburn,BAR,F,9.90,13.7,−0.2,1,15,1,8,4,0,0,0,0,3,6,50.0,1,3,33.3,1,1,100.0,2,2,1,1,2,19
13,E. Osmani,EFS,F,9.90,7.7,+0.1,1,17,1,12,3,0,1,1,1,5,8,62.5,1,2,50.0,1,2,50.0,1,2,0,5,2,-6
14,B. Badio,VBC,G,9.00,8.5,0.0,1,20,0,10,4,1,1,0,0,4,9,44.4,2,6,33.3,0,0,0.0,2,2,0,3,1,3
15,J. Dibartolomeo,MTA,G,9.00,5.6,+0.1,1,17,0,0,2,3,4,0,0,0,2,0.0,0,2,0.0,0,0,0.0,0,2,0,0,2,4
1,N. Williams-goss,ZAL,G,9.00,10.2,−0.1,1,23,1,11,6,2,4,0,2,5,14,35.7,1,2,50.0,0,0,0.0,0,6,3,2,2,-5
2,M. Ajinca,ASV,F,9.00,4.7,+0.1,1,23,1,10,0,0,0,0,0,3,6,50.0,2,5,40.0,2,2,100.0,0,0,0,1,3,-2
3,M. Costello,VBC,F,9.00,10.5,−0.1,1,19,0,6,3,1,1,1,0,2,2,100.0,1,1,100.0,1,2,50.0,1,2,2,1,1,-4
4,T. Jones,PAR,C,9.00,14.3,−0.3,1,20,1,5,2,2,1,1,0,1,2,50.0,0,0,0.0,3,8,37.5,1,1,2,1,7,-12
5,D. Brizuela,BAR,G,8.80,7.3,0.0,1,22,0,7,1,4,1,0,0,2,5,40.0,0,2,0.0,3,4,75.0,0,1,1,2,2,5
6,I. Wainright,HTA,F,8.80,8.2,0.0,1,25,1,3,5,2,0,0,0,1,2,50.0,1,2,50.0,0,0,0.0,0,5,0,3,2,20
7,A. M'baye,PBB,F,8.80,8.4,0.0,1,22,1,10,1,2,0,1,0,4,9,44.4,0,3,0.0,2,2,100.0,1,0,1,1,1,9
8,M. Norris,BAR,F,8.80,10.1,−0.1,1,21,0,5,6,1,3,0,0,2,6,33.3,1,5,20.0,0,0,0.0,2,4,2,1,0,-4
9,D. Davidovac,CZV,F,8.80,4.8,+0.2,1,15,0,8,2,0,0,0,0,3,4,75.0,0,0,0.0,2,2,100.0,1,1,0,2,1,18
10,E. Izundu,CZV,C,8.80,8.4,0.0,1,15,0,9,3,0,1,1,0,4,6,66.7,0,0,0.0,1,2,50.0,2,1,2,3,2,6
11,S. De Larrea,VBC,G,8.00,7.1,0.0,1,14,0,4,2,4,1,0,0,1,4,25.0,1,3,33.3,1,2,50.0,0,2,0,2,3,0
12,M. Lo,ZAL,G,8.00,9.2,−0.1,1,24,0,14,2,2,1,0,1,4,9,44.4,3,4,75.0,3,3,100.0,2,0,5,2,2,-5
13,J. Hoard,MTA,F,8.00,14.4,−0.3,1,20,1,6,6,0,0,0,0,2,5,40.0,0,0,0.0,2,2,100.0,4,2,0,2,1,-29
14,I. Mike,BAY,F,7.70,7.9,0.0,1,23,1,7,4,2,0,0,0,3,5,60.0,1,1,100.0,0,1,0.0,1,3,1,4,2,6
15,D. Oturu,HTA,C,7.70,12.1,−0.2,1,25,1,8,4,1,2,0,2,3,7,42.9,0,0,0.0,2,2,100.0,0,4,2,2,2,18
1,W. Gabriel,BAY,C,7.70,11.2,−0.2,1,22,0,4,5,1,1,2,0,2,4,50.0,0,0,0.0,0,0,0.0,1,4,2,3,1,7
2,E. Okobo,ASM,G,7.00,11.5,−0.3,1,24,0,7,4,6,0,0,0,3,9,33.3,1,4,25.0,0,0,0.0,1,3,3,2,1,-10
3,M. Strazel,ASM,G,7.00,7.4,0.0,1,20,1,6,2,2,0,0,1,1,4,25.0,1,2,50.0,3,3,100.0,0,2,1,1,3,8
4,C. Jones,PAR,G,7.00,14.4,−0.4,1,32,1,10,4,1,0,0,1,3,9,33.3,0,2,0.0,4,4,100.0,1,3,2,4,5,10
5,D. Washington,PAR,G,7.00,7.8,0.0,1,14,0,11,1,2,0,0,0,4,8,50.0,3,5,60.0,0,0,0.0,0,1,1,2,0,-2
6,T. Dorsey,OLY,G,7.00,9.8,−0.1,1,23,1,11,4,1,0,0,1,4,12,33.3,3,8,37.5,0,0,0.0,1,3,2,2,4,-12
7,C. Frisch,BKN,F,7.00,7.4,0.0,1,14,0,3,5,2,0,1,0,1,3,33.3,1,3,33.3,0,0,0.0,2,3,0,2,0,-16
8,M. Jantunen,FBB,F,7.00,8.9,−0.1,1,19,1,4,6,0,0,0,0,1,4,25.0,0,2,0.0,2,2,100.0,2,4,0,4,4,0
9,M. Birsen,FBB,F,7.00,4.3,+0.1,1,7,0,4,5,0,1,0,1,2,5,40.0,0,0,0.0,0,0,0.0,3,2,0,1,2,3
10,M. Wright,ZAL,C,7.00,11.4,−0.2,1,17,0,9,2,0,1,0,1,2,6,33.3,0,1,0.0,5,5,100.0,1,1,0,3,3,-9
11,J. Grant,PAO,G,6.60,9.6,−0.1,1,14,0,5,0,4,0,0,0,2,5,40.0,1,3,33.3,0,0,0.0,0,0,0,2,2,-7
12,N. Giffey,BAY,F,6.60,5.5,0.0,1,17,0,8,2,0,0,0,0,4,7,57.1,0,2,0.0,0,0,0.0,1,1,0,1,0,5
13,A. Brooks,EA7,G,6.00,7.0,−0.1,1,23,0,7,5,1,1,1,1,3,9,33.3,1,3,33.3,0,0,0.0,0,5,0,3,1,-8
14,A. Traore,ASV,F,6.00,7.1,−0.1,1,16,0,11,3,0,0,0,0,4,5,80.0,3,4,75.0,0,2,0.0,0,3,1,5,1,7
15,E. Jackson,ASV,F,6.00,4.7,0.0,1,14,1,4,0,3,0,0,0,1,2,50.0,1,1,100.0,1,2,50.0,0,0,0,0,1,1
1,K. Taylor,VBC,F,6.00,8.4,−0.1,1,21,0,8,5,0,1,0,1,2,7,28.6,2,6,33.3,2,2,100.0,0,5,3,3,4,-1
2,T. Sedekerskis,BKN,F,6.00,10.7,−0.2,1,26,1,11,4,1,0,0,0,5,11,45.5,1,6,16.7,0,0,0.0,2,2,2,2,0,-10
3,E. Ulanovas,ZAL,F,6.00,8.0,−0.1,1,27,0,5,1,3,0,0,0,1,2,50.0,1,2,50.0,2,2,100.0,0,1,0,4,2,-21
4,K. Papanikolaou,OLY,F,6.00,7.0,−0.1,1,18,0,4,3,1,1,0,0,1,2,50.0,1,2,50.0,1,2,50.0,0,3,1,2,2,0
5,B. Massa,ASV,C,6.00,7.4,−0.1,1,21,1,5,3,0,0,1,0,2,7,28.6,0,0,0.0,1,1,100.0,0,3,0,1,3,1
6,T. Shorts,PAO,G,5.50,12.3,−0.3,1,13,1,4,0,4,0,0,0,2,4,50.0,0,0,0.0,0,0,0.0,0,0,1,1,1,7
7,M. Morgan,VIR,G,5.50,7.7,−0.1,1,17,0,6,3,1,1,0,2,2,6,33.3,2,4,50.0,0,0,0.0,1,2,0,1,1,10
8,Y. Dos Santos,CZV,G,5.50,6.3,−0.1,1,13,0,4,1,6,0,0,0,2,6,33.3,0,0,0.0,0,0,0.0,0,1,1,1,0,2
9,M. Cale,BAR,F,5.50,6.8,−0.1,1,21,0,12,1,0,0,0,1,4,7,57.1,4,6,66.7,0,0,0.0,0,1,0,4,0,4
10,N. Kalinic,CZV,F,5.50,9.6,−0.2,1,27,1,3,6,0,1,2,0,1,3,33.3,0,1,0.0,1,2,50.0,2,4,3,3,2,-1
11,O. Brissett,MTA,F,5.00,12.0,−0.3,1,18,1,8,3,0,1,0,0,2,7,28.6,0,3,0.0,4,6,66.7,1,2,0,3,3,-24
12,L. Birutis,ZAL,C,5.00,7.0,−0.1,1,20,1,8,3,2,0,0,1,3,4,75.0,0,0,0.0,2,4,50.0,2,1,3,3,2,1
13,S. Keita,BAR,C,4.40,4.0,0.0,1,17,1,4,2,0,1,0,0,2,3,66.7,0,0,0.0,0,0,0.0,0,2,1,3,2,7
14,S. Brown,PAR,G,4.00,10.8,−0.3,1,29,1,8,1,3,1,0,2,4,9,44.4,0,3,0.0,0,0,0.0,0,1,1,2,1,-6
15,A. Diallo,ASM,F,4.00,10.9,−0.3,1,26,1,11,3,2,3,1,2,4,13,30.8,2,4,50.0,1,2,50.0,1,2,2,5,3,3
1,I. Bonga,PAR,F,4.00,9.7,−0.3,1,22,1,5,1,1,0,0,0,2,5,40.0,1,2,50.0,0,0,0.0,0,1,0,1,1,-23
2,W. Rayman,MTA,F,4.00,4.5,0.0,1,10,0,1,3,0,0,0,0,0,0,0.0,0,0,0.0,1,2,50.0,0,3,0,1,2,0
3,N. Weiler-babb,EFS,G,3.30,10.6,−0.3,1,30,1,0,4,2,2,0,0,0,3,0.0,0,1,0.0,0,0,0.0,0,4,0,5,3,4
4,J. Parra,BAR,F,3.30,6.5,−0.1,1,8,0,3,2,1,1,0,0,1,3,33.3,0,1,0.0,1,2,50.0,1,1,1,1,1,-9
5,M. Diouf,VIR,C,3.30,6.7,−0.2,1,19,0,4,6,0,0,1,1,2,5,40.0,0,0,0.0,0,0,0.0,2,4,2,3,1,-3
6,A. Zagars,FBB,G,3.00,7.0,−0.2,1,19,0,7,0,1,0,0,0,2,5,40.0,1,2,50.0,2,2,100.0,0,0,2,2,2,2
7,O. Bitim,FBB,F,3.00,5.5,−0.1,1,17,0,6,1,0,0,2,0,2,5,40.0,2,4,50.0,0,0,0.0,0,1,1,3,1,-11
8,A. Tubelis,ZAL,F,3.00,8.1,−0.2,1,15,0,1,2,1,0,1,0,0,1,0.0,0,0,0.0,1,2,50.0,1,1,0,2,2,3
9,K. Antetokounmpo,OLY,C,3.00,4.8,−0.1,1,4,0,2,1,1,0,0,0,1,1,100.0,0,0,0.0,0,0,0.0,1,0,1,1,1,-6
10,A. Feliz,RMB,G,2.20,6.7,−0.2,1,15,1,2,1,2,0,0,0,1,3,33.3,0,2,0.0,0,0,0.0,0,1,0,1,0,4
11,J. Hollatz,BAY,G,2.20,4.6,−0.1,1,11,0,2,0,1,0,0,0,0,1,0.0,0,0,0.0,2,2,100.0,0,0,0,2,2,3
12,K. Jallow,VIR,F,2.20,8.7,−0.3,1,25,1,5,3,2,0,0,0,1,3,33.3,1,2,50.0,2,2,100.0,3,0,2,5,1,3
13,A. Dokossi,PBB,F,2.20,8.0,−0.3,1,15,0,2,3,3,2,0,1,1,2,50.0,0,0,0.0,0,0,0.0,0,3,2,4,0,4
14,A. Abass,DUB,F,2.20,6.0,−0.2,1,20,0,2,2,0,2,0,0,1,3,33.3,0,1,0.0,0,1,0.0,1,1,0,1,0,10
15,O. Yurtseven,PAO,C,2.20,9.1,−0.3,1,9,1,4,2,1,0,0,0,2,3,66.7,0,0,0.0,0,0,0.0,2,0,1,3,0,1
1,M. Faye,PBB,C,2.20,7.3,−0.2,1,19,1,6,3,0,0,2,1,3,4,75.0,0,0,0.0,0,2,0.0,0,3,1,5,1,9
2,L. Kratzer,BAY,C,2.20,4.0,0.0,1,4,0,0,2,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0,1,0,9
3,T. Tarpey,ASM,G,2.00,4.6,−0.1,1,4,0,0,2,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0,0,0,-2
4,R. Sorkin,MTA,F,2.00,9.6,−0.4,1,19,1,10,2,0,0,0,1,4,9,44.4,1,2,50.0,1,2,50.0,1,1,1,4,2,-13
5,B. Vautier,ASV,C,2.00,6.7,−0.2,1,10,0,4,0,1,0,0,1,2,4,50.0,0,0,0.0,0,0,0.0,0,0,0,0,0,-3
6,J. Pradilla,VBC,C,2.00,9.3,−0.4,1,22,1,4,2,1,0,0,0,2,4,50.0,0,1,0.0,0,0,0.0,1,1,1,4,2,-6
7,K. Birch,FBB,C,2.00,6.0,−0.2,1,16,1,0,2,2,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,1,1,0,-14
8,K. Sloukas,PAO,G,1.10,12.0,−0.5,1,12,0,2,0,2,0,0,0,1,3,33.3,0,1,0.0,0,1,0.0,0,0,0,2,2,-4
9,M. Grigonis,PAO,G,1.10,6.8,−0.3,1,10,0,3,0,0,0,0,0,1,2,50.0,1,1,100.0,0,0,0.0,0,0,0,1,0,-9
10,S. Llull,RMB,G,1.10,5.1,−0.2,1,13,0,3,0,3,0,0,0,1,4,25.0,1,3,33.3,0,0,0.0,0,0,0,2,0,10
11,S. Miljenovic,CZV,G,1.10,4.2,−0.2,1,5,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,1,1,-3
12,A. Atamna,ASV,G,1.00,4.0,0.0,1,3,0,0,0,2,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,2
13,X. Lopez-arostegui,VBC,G,1.00,8.6,−0.4,1,9,0,2,2,1,1,0,0,1,4,25.0,0,2,0.0,0,0,0.0,2,0,1,1,0,8
14,A. Lakic,PAR,G,1.00,4.0,0.0,1,6,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,-3
15,J. Clark Iii,MTA,G,1.00,8.0,−0.3,1,10,0,0,1,5,0,0,0,0,3,0.0,0,3,0.0,0,0,0.0,1,0,1,2,1,-7
1,D. Sirvydis,ZAL,G,1.00,6.4,−0.3,1,6,0,2,0,1,1,0,0,1,3,33.3,0,2,0.0,0,0,0.0,0,0,1,0,0,-5
