Rank,Player Name,Team,Position,FPT,CR,PLUS,GP,MIN,ST,PTS,REB,AST,STL,BLK,BA,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,TOV,PF,FD,+/-
13,M. Hezonja,RMB,F,19.80,13.3,+0.2,1,23,1,18,3,2,1,0,0,7,10,70.0,2,3,66.7,2,2,100.0,0,3,1,3,1,8
14,J. Dowtin Jr,MTA,G,19.00,12.1,+0.2,1,29,1,16,1,6,1,0,0,5,10,50.0,4,5,80.0,2,4,50.0,0,1,0,1,3,-3
15,C. Miller-mcintyre,CZV,G,19.00,10.7,+0.3,1,33,1,18,4,4,0,0,0,6,13,46.2,4,8,50.0,2,2,100.0,0,4,3,2,5,-11
1,T. Sedekerskis,BKN,F,19.00,10.7,+0.3,1,24,1,11,7,1,1,0,0,4,5,80.0,2,2,100.0,1,2,50.0,3,4,0,0,1,-11
2,J. Hoard,MTA,F,19.00,14.4,+0.1,1,27,1,15,3,4,4,0,0,5,10,50.0,1,3,33.3,4,4,100.0,1,2,3,2,3,-13
3,D. Thompson,VBC,G,18.70,12.2,+0.3,1,19,0,13,1,4,1,1,0,5,6,83.3,3,4,75.0,0,0,0.0,0,1,2,1,1,8
4,D. Lighty,ASV,F,18.70,5.7,+0.5,1,22,0,11,4,4,2,0,0,4,8,50.0,0,3,0.0,3,4,75.0,1,3,0,2,3,10
5,T. Shengelia,BAR,F,18.70,15.3,+0.1,1,25,1,17,5,0,0,1,0,6,8,75.0,2,4,50.0,3,3,100.0,2,3,3,4,3,13
6,G. Deck,RMB,F,18.70,10.2,+0.3,1,21,0,13,6,0,0,0,0,4,7,57.1,1,2,50.0,4,4,100.0,1,5,1,2,4,8
7,D. Oturu,HTA,C,18.70,12.1,+0.3,1,24,1,12,9,1,0,1,0,4,9,44.4,0,0,0.0,4,4,100.0,5,4,1,3,3,17
8,W. Hernangomez,BAR,C,18.70,12.5,+0.2,1,19,1,13,6,1,1,0,1,2,5,40.0,1,1,100.0,8,10,80.0,3,3,2,2,6,12
9,D. Hall,FBB,G,18.00,9.7,+0.3,1,31,1,12,5,4,1,0,0,6,9,66.7,0,0,0.0,0,0,0.0,1,4,2,2,3,0
10,I. Mike,BAY,F,17.60,7.9,+0.4,1,25,1,11,4,4,1,0,0,4,7,57.1,2,3,66.7,1,2,50.0,1,3,1,3,4,6
11,A. Pajola,VIR,G,17.00,8.0,+0.4,1,27,1,9,4,8,1,0,0,3,6,50.0,1,4,25.0,2,2,100.0,0,4,1,3,2,-1
12,H. Diallo,BKN,F,17.00,11.6,+0.2,1,23,1,13,8,1,0,1,0,5,8,62.5,0,1,0.0,3,3,100.0,2,6,4,1,2,-13
13,C. Moneke,CZV,F,17.00,15.8,0.0,1,26,1,15,6,2,0,0,1,3,8,37.5,1,3,33.3,8,10,80.0,2,4,0,4,6,1
14,N. Milutinov,OLY,C,17.00,14.1,+0.1,1,28,1,10,9,0,1,1,1,5,7,71.4,0,0,0.0,0,0,0.0,4,5,3,0,2,-3
15,I. Wainright,HTA,F,16.50,8.2,+0.3,1,30,1,11,5,1,0,0,0,3,4,75.0,2,3,66.7,3,4,75.0,2,3,0,3,3,19
1,K. Taylor,VBC,F,16.50,8.4,+0.3,1,20,0,14,2,1,1,1,0,6,7,85.7,1,2,50.0,1,1,100.0,0,2,0,4,1,16
2,J. Morgan,PBB,F,16.50,7.8,+0.3,1,20,0,9,4,4,1,1,0,3,5,60.0,1,3,33.3,2,3,66.7,1,3,0,2,1,16
3,M. Guduric,EA7,G,16.00,11.2,+0.1,1,23,0,12,3,8,1,0,0,4,8,50.0,2,6,33.3,2,2,100.0,0,3,2,3,1,18
4,S. Vezenkov,OLY,F,16.00,17.8,−0.1,1,29,1,13,9,1,0,0,0,3,13,23.1,1,5,20.0,6,6,100.0,4,5,0,1,4,-6
5,E. Okobo,ASM,G,15.40,11.5,+0.1,1,22,0,9,1,7,2,0,0,4,9,44.4,1,2,50.0,0,0,0.0,0,1,0,2,2,2
6,K. Punter,BAR,G,15.40,13.2,0.0,1,25,1,13,2,4,1,0,0,3,8,37.5,2,6,33.3,5,5,100.0,0,2,3,3,5,13
7,N. Hifi,PBB,G,15.40,12.7,+0.1,1,23,0,21,1,3,5,0,0,6,15,40.0,4,12,33.3,5,6,83.3,0,1,5,3,2,13
8,C. Jones,PAR,G,15.40,14.4,0.0,1,25,1,15,0,5,0,0,0,6,12,50.0,3,3,100.0,0,2,0.0,0,0,0,1,3,8
9,T. Dorsey,OLY,G,15.00,9.8,+0.2,1,31,1,20,1,1,3,0,1,6,13,46.2,4,8,50.0,4,5,80.0,0,1,1,3,3,-3
10,D. Alston Jr.,VIR,F,15.00,8.7,+0.2,1,25,1,15,2,1,0,0,0,5,7,71.4,0,1,0.0,5,5,100.0,1,1,2,2,3,-3
11,J. Nebo,EA7,C,15.00,12.0,+0.1,1,23,1,10,6,0,0,1,0,3,3,100.0,0,0,0.0,4,8,50.0,0,6,1,1,4,0
12,A. Blakeney,HTA,G,14.30,10.1,+0.1,1,17,0,17,0,1,0,0,0,3,8,37.5,1,2,50.0,10,12,83.3,0,0,0,2,4,-3
13,F. Campazzo,RMB,G,14.30,13.1,−0.1,1,22,0,9,2,8,1,0,1,3,10,30.0,1,7,14.3,2,2,100.0,0,2,0,1,2,7
14,J. Blossomgame,ASM,F,14.30,8.0,+0.2,1,20,0,10,4,1,0,0,0,4,6,66.7,0,0,0.0,2,4,50.0,2,2,0,2,4,1
15,L. Walker Iv,MTA,G,14.00,12.9,0.0,1,28,0,16,5,2,0,0,0,3,13,23.1,2,9,22.2,8,9,88.9,0,5,2,4,8,4
1,E. Bryant,HTA,G,13.20,13.6,0.0,1,29,1,15,1,1,1,0,0,6,10,60.0,1,3,33.3,2,2,100.0,0,1,2,3,3,5
2,O. Moore,VBC,G,13.20,11.2,+0.1,1,27,1,15,4,6,0,0,0,6,14,42.9,0,4,0.0,3,6,50.0,1,3,4,2,4,10
3,J. Robinson,PBB,G,13.20,12.1,0.0,1,15,1,15,3,3,0,0,0,6,13,46.2,1,3,33.3,2,3,66.7,1,2,3,1,3,-3
4,S. Jovic,BAY,G,13.20,6.4,+0.2,1,23,1,4,1,7,2,0,0,2,2,100.0,0,0,0.0,0,0,0.0,0,1,2,4,4,10
5,E. Ulanovas,ZAL,F,13.20,8.0,+0.2,1,24,0,7,4,4,0,0,0,1,3,33.3,1,2,50.0,4,5,80.0,2,2,0,4,4,-5
6,M. Wright,ZAL,C,13.20,11.4,0.0,1,24,0,11,4,0,0,2,0,5,7,71.4,1,2,50.0,0,1,0.0,1,3,3,1,2,-7
7,M. Wright Iv,DUB,G,13.00,10.6,+0.1,1,30,1,14,2,2,2,0,1,5,7,71.4,0,1,0.0,4,5,80.0,0,2,4,3,4,-15
8,T. Luwawu-cabarrot,BKN,F,13.00,9.8,+0.1,1,26,0,18,0,2,3,0,1,6,11,54.5,3,7,42.9,3,5,60.0,0,0,2,4,4,0
9,K. Mitoglou,PAO,F,13.00,8.6,+0.1,1,18,1,11,8,0,0,1,1,4,10,40.0,2,4,50.0,1,1,100.0,6,2,0,2,2,3
10,A. Smailagic,VIR,F,13.00,8.8,+0.1,1,21,1,8,3,1,0,0,0,2,5,40.0,0,2,0.0,4,4,100.0,0,3,0,1,5,-18
11,T. Leaf,MTA,F,13.00,10.9,0.0,1,19,1,14,6,1,0,0,0,6,10,60.0,0,0,0.0,2,5,40.0,3,3,3,1,3,4
12,V. Micic,HTA,G,12.10,15.5,−0.2,1,26,1,9,5,6,0,0,2,2,8,25.0,1,5,20.0,4,4,100.0,0,5,3,2,4,7
13,S. Herrera,PBB,G,12.10,4.4,+0.3,1,20,1,8,2,3,1,0,0,2,3,66.7,0,1,0.0,4,5,80.0,0,2,1,3,3,-9
14,S. Milton,PAR,G,12.10,11.7,−0.1,1,21,0,9,3,3,3,0,1,4,9,44.4,0,1,0.0,1,2,50.0,1,2,3,1,4,-11
15,A. Diallo,ASM,F,12.10,10.9,0.0,1,27,1,12,4,2,1,0,1,5,10,50.0,2,3,66.7,0,0,0.0,0,4,0,3,1,24
1,M. Ajinca,ASV,F,12.10,4.7,+0.3,1,18,1,11,1,1,1,0,0,3,6,50.0,3,6,50.0,2,3,66.7,1,0,0,0,1,-2
2,L. Birutis,ZAL,C,12.10,7.0,+0.2,1,12,1,9,3,0,0,1,0,4,5,80.0,0,0,0.0,1,3,33.3,1,2,0,1,2,11
3,I. Cordinier,EFS,G,12.00,10.7,0.0,1,34,1,13,4,1,0,0,0,5,12,41.7,1,6,16.7,2,2,100.0,0,4,0,2,3,-6
4,M. Morgan,VIR,G,12.00,7.7,+0.1,1,22,0,24,0,0,1,0,1,10,16,62.5,3,7,42.9,1,1,100.0,0,0,3,4,1,4
5,E. Fournier,OLY,G,11.00,12.3,−0.1,1,27,1,14,3,5,1,0,1,4,12,33.3,2,6,33.3,4,5,80.0,0,3,5,2,5,-12
6,S. Harrison,ASV,F,11.00,6.5,+0.1,1,15,0,7,3,2,3,0,0,3,5,60.0,1,1,100.0,0,0,0.0,1,2,3,1,1,13
7,K. Jallow,VIR,F,11.00,8.7,+0.1,1,30,1,11,1,3,1,1,1,5,7,71.4,1,2,50.0,0,0,0.0,1,0,3,1,1,8
8,J. Pradilla,VBC,C,11.00,9.3,0.0,1,22,1,5,8,3,0,0,1,2,7,28.6,0,1,0.0,1,1,100.0,4,4,1,0,1,2
9,W. Tavares,RMB,C,11.00,14.4,−0.2,1,20,1,7,4,0,2,1,0,2,3,66.7,0,0,0.0,3,7,42.9,3,1,0,4,5,9
10,M. Howard,BKN,G,10.00,8.2,0.0,1,23,1,16,0,3,1,0,0,6,12,50.0,4,9,44.4,0,0,0.0,0,0,2,3,1,-16
11,J. Clark Iii,MTA,G,10.00,8.0,0.0,1,26,1,11,1,4,5,0,1,4,10,40.0,3,7,42.9,0,1,0.0,0,1,1,4,2,8
12,L. Bolmaro,EA7,G,10.00,8.3,0.0,1,28,1,8,5,3,1,0,1,2,6,33.3,1,1,100.0,3,4,75.0,1,4,0,4,3,-4
13,D. Musa,DUB,F,10.00,13.1,−0.2,1,25,1,11,3,2,0,0,0,3,9,33.3,0,4,0.0,5,5,100.0,2,1,3,1,4,-11
14,T. Ward,OLY,F,10.00,10.1,0.0,1,10,0,7,3,2,0,0,0,2,3,66.7,0,1,0.0,3,4,75.0,1,2,0,2,2,-6
15,K. Jones,EFS,C,10.00,10.2,−0.1,1,21,1,8,6,0,0,1,0,4,4,100.0,0,0,0.0,0,0,0.0,2,4,1,4,0,-10
1,J. Puerto,VBC,G,9.90,6.4,+0.1,1,18,1,7,4,0,1,0,0,2,4,50.0,0,2,0.0,3,3,100.0,1,3,1,3,3,-5
2,J. Ayayi,PBB,G,9.90,7.7,0.0,1,16,0,5,5,2,0,0,0,2,4,50.0,1,3,33.3,0,0,0.0,2,3,1,2,2,7
3,A. Feliz,RMB,G,9.90,6.7,+0.1,1,18,1,9,4,1,1,0,0,3,8,37.5,1,2,50.0,2,2,100.0,3,1,1,2,2,5
4,A. Tubelis,ZAL,F,9.90,8.1,0.0,1,23,0,8,4,2,0,0,0,2,5,40.0,2,4,50.0,2,2,100.0,1,3,0,3,1,0
5,D. Willis,PBB,F,9.90,8.9,0.0,1,14,0,8,3,3,0,0,1,3,6,50.0,1,3,33.3,1,2,50.0,0,3,1,1,2,10
6,C. Okeke,RMB,F,9.90,13.8,−0.2,1,12,0,5,3,0,1,1,0,2,3,66.7,1,2,50.0,0,0,0.0,1,2,0,0,0,-2
7,B. Massa,ASV,C,9.90,7.4,+0.1,1,17,0,10,3,1,0,0,0,4,7,57.1,1,1,100.0,1,2,50.0,3,0,1,2,2,-11
8,D. Bacon,DUB,F,9.00,11.9,−0.2,1,29,1,7,3,4,2,0,1,3,7,42.9,1,3,33.3,0,0,0.0,0,3,2,3,3,-18
9,O. Brissett,MTA,F,9.00,12.0,−0.2,1,17,1,3,6,1,0,1,0,0,1,0.0,0,0,0.0,3,4,75.0,4,2,0,3,3,1
10,K. Diop,BKN,C,9.00,6.2,+0.1,1,19,1,8,1,3,0,0,0,3,3,100.0,0,0,0.0,2,4,50.0,0,1,0,3,2,-15
11,M. Santos,MTA,C,9.00,7.3,+0.1,1,15,0,8,4,2,0,0,0,1,4,25.0,1,2,50.0,5,6,83.3,3,1,1,3,3,4
12,M. Strazel,ASM,G,8.80,7.4,+0.1,1,23,1,6,0,2,2,0,0,2,4,50.0,2,2,100.0,0,0,0.0,0,0,1,0,1,22
13,K. Baldwin,BAY,G,8.80,7.3,+0.1,1,14,0,9,0,4,1,0,0,4,8,50.0,1,3,33.3,0,0,0.0,0,0,0,3,1,-2
14,M. Costello,VBC,F,8.80,10.5,−0.1,1,16,0,3,5,2,0,1,0,1,2,50.0,0,1,0.0,1,2,50.0,1,4,1,1,1,19
15,M. Faye,PBB,C,8.80,7.3,0.0,1,13,1,2,5,0,0,1,0,1,1,100.0,0,0,0.0,0,0,0.0,2,3,0,2,2,-1
1,S. Larkin,EFS,G,8.00,13.5,−0.3,1,32,1,13,1,3,2,0,2,5,13,38.5,0,1,0.0,3,3,100.0,1,0,2,2,3,-17
2,C. Edwards,VIR,G,8.00,14.5,−0.3,1,25,1,15,3,1,2,0,3,6,16,37.5,3,4,75.0,0,0,0.0,0,3,2,1,3,-18
3,S. Niang,VIR,F,8.00,8.3,0.0,1,14,0,4,5,1,0,0,0,1,4,25.0,0,0,0.0,2,2,100.0,3,2,0,0,1,-4
4,Z. Leday,EA7,F,8.00,14.7,−0.4,1,25,1,7,3,0,0,1,0,2,7,28.6,1,3,33.3,2,2,100.0,0,3,1,1,4,-16
5,N. Melli,FBB,C,8.00,8.9,−0.1,1,27,0,5,4,1,2,0,0,2,7,28.6,1,6,16.7,0,0,0.0,1,3,1,2,4,9
6,Y. Ouattara,PBB,G,7.70,5.2,+0.1,1,23,1,12,3,1,0,0,0,4,12,33.3,2,7,28.6,2,2,100.0,0,3,2,0,1,-6
7,A. Butkevicius,ZAL,F,7.70,7.2,0.0,1,19,0,3,4,3,0,0,0,1,2,50.0,1,1,100.0,0,0,0.0,0,4,0,3,1,-1
8,T. Lyles,RMB,F,7.70,12.0,−0.2,1,24,1,8,3,1,0,1,0,2,6,33.3,1,3,33.3,3,4,75.0,0,3,1,3,3,11
9,K. Hayes,ASM,C,7.70,6.2,0.0,1,20,0,11,1,1,1,0,1,5,6,83.3,0,0,0.0,1,2,50.0,0,1,1,4,1,1
10,M. Nowell,BKN,G,7.00,9.1,−0.1,1,10,0,4,0,3,1,0,0,1,3,33.3,0,2,0.0,2,2,100.0,0,0,0,2,3,11
11,A. Brooks,EA7,G,7.00,7.0,−0.1,1,11,0,12,0,0,0,0,0,4,6,66.7,4,6,66.7,0,0,0.0,0,0,2,1,0,8
12,N. Kalinic,CZV,F,7.00,9.6,−0.2,1,27,1,5,3,2,0,0,0,1,1,100.0,1,1,100.0,2,2,100.0,1,2,4,3,4,-14
13,N. Sestina,VBC,F,6.60,5.2,0.0,1,13,0,3,3,2,0,0,0,1,4,25.0,1,4,25.0,0,0,0.0,0,3,0,0,1,-2
14,A. M'baye,PBB,F,6.60,8.4,−0.1,1,16,1,8,2,0,2,0,0,1,3,33.3,0,2,0.0,6,8,75.0,1,1,3,4,5,1
15,N. Giffey,BAY,F,6.60,5.5,0.0,1,17,0,7,1,0,0,0,0,3,4,75.0,1,2,50.0,0,0,0.0,1,0,0,1,0,2
1,M. Spagnolo,BKN,G,6.00,7.0,−0.1,1,9,0,6,1,1,1,0,0,2,2,100.0,2,2,100.0,0,0,0.0,0,1,2,1,0,9
2,M. Jantunen,FBB,F,6.00,8.9,−0.2,1,28,1,2,4,1,0,2,0,1,2,50.0,0,1,0.0,0,0,0.0,3,1,0,3,1,4
3,C. Osman,PAO,F,6.00,12.9,−0.3,1,17,0,7,0,0,0,0,0,3,5,60.0,0,0,0.0,1,2,50.0,0,0,0,0,2,-13
4,E. Izundu,CZV,C,6.00,8.4,−0.1,1,21,1,3,3,2,1,1,0,1,1,100.0,0,0,0.0,1,2,50.0,3,0,1,3,1,-2
5,D. Booker,EA7,C,6.00,12.8,−0.3,1,17,0,4,4,2,0,0,0,2,5,40.0,0,0,0.0,0,1,0.0,1,3,0,2,2,-2
6,D. Kramer,RMB,G,5.50,7.0,−0.1,1,17,0,3,3,0,1,0,0,1,3,33.3,1,3,33.3,0,0,0.0,1,2,0,2,2,13
7,J. Jessup,BAY,F,5.50,6.7,−0.1,1,14,0,4,3,1,1,0,0,2,4,50.0,0,2,0.0,0,0,0.0,1,2,1,1,0,3
8,B. Vautier,ASV,C,5.50,6.7,−0.1,1,19,1,3,5,2,0,2,0,1,4,25.0,0,0,0.0,1,2,50.0,4,1,0,4,1,20
9,J. Vesely,BAR,C,5.50,10.3,−0.3,1,18,0,7,5,0,0,0,0,3,6,50.0,0,1,0.0,1,4,25.0,3,2,1,3,3,2
10,W. Gabriel,BAY,C,5.50,11.2,−0.3,1,9,0,2,1,1,0,1,0,1,1,100.0,0,0,0.0,0,0,0.0,1,0,0,1,1,-3
11,B. Fernando,RMB,C,5.50,7.4,−0.1,1,10,0,6,4,1,0,0,0,3,6,50.0,0,0,0.0,0,0,0.0,2,2,3,1,1,1
12,N. Weiler-babb,EFS,G,5.00,10.6,−0.3,1,23,1,4,3,3,0,0,0,1,6,16.7,0,4,0.0,2,2,100.0,1,2,0,2,2,0
13,K. Nunn,PAO,G,5.00,15.7,−0.5,1,25,1,10,2,1,1,0,0,4,10,40.0,0,2,0.0,2,2,100.0,1,1,2,5,4,-4
14,T. Blatt,MTA,G,5.00,8.4,−0.2,1,14,0,7,0,3,2,0,0,3,6,50.0,1,3,33.3,0,0,0.0,0,0,3,1,0,-15
15,T. Carter,CZV,G,5.00,9.0,−0.2,1,30,0,13,3,2,0,0,0,5,12,41.7,2,6,33.3,1,1,100.0,0,3,5,2,1,-6
1,A. Bacot Jr.,FBB,C,5.00,10.7,−0.3,1,9,0,4,1,1,0,1,0,2,3,66.7,0,0,0.0,0,0,0.0,1,0,0,2,1,-5
2,G. Watson,ASV,G,4.40,10.1,−0.3,1,17,1,9,3,2,1,0,0,4,11,36.4,0,2,0.0,1,2,50.0,2,1,1,4,2,-2
3,J. Parker,PAR,F,4.40,11.4,−0.4,1,17,1,10,1,0,0,0,0,3,6,50.0,2,3,66.7,2,2,100.0,0,1,1,5,2,18
4,T. Odiase,HTA,C,4.40,7.9,−0.2,1,14,0,4,2,1,0,0,0,2,4,50.0,0,0,0.0,0,0,0.0,1,1,0,2,1,-9
5,L. Vildoza,VIR,G,4.00,9.1,−0.3,1,15,0,2,0,5,1,0,0,0,3,0.0,0,2,0.0,2,2,100.0,0,0,0,2,1,-1
6,T. Walkup,OLY,G,4.00,8.8,−0.2,1,23,1,4,2,2,0,0,0,1,4,25.0,0,2,0.0,2,2,100.0,1,1,0,4,3,-3
7,S. Ojeleye,CZV,F,4.00,9.6,−0.3,1,14,0,3,1,0,0,0,0,1,2,50.0,0,0,0.0,1,2,50.0,1,0,0,0,2,-10
8,K. Birch,FBB,C,4.00,6.0,−0.1,1,11,1,2,4,1,0,0,0,0,2,0.0,0,0,0.0,2,2,100.0,1,3,1,1,1,-7
9,O. Yurtseven,PAO,C,4.00,9.1,−0.2,1,13,0,6,1,1,0,0,0,3,4,75.0,0,0,0.0,0,0,0.0,0,1,1,2,0,-13
10,M. Lo,ZAL,G,3.30,9.2,−0.3,1,19,0,4,3,1,2,0,2,1,5,20.0,0,3,0.0,2,2,100.0,1,2,1,1,1,3
11,S. Llull,RMB,G,3.30,5.1,−0.1,1,11,0,6,0,0,0,0,0,1,2,50.0,1,1,100.0,3,5,60.0,0,0,1,1,2,2
12,C. Malcolm,HTA,F,3.30,7.3,−0.2,1,26,1,6,1,0,0,1,0,2,5,40.0,0,3,0.0,2,2,100.0,1,0,0,3,1,21
13,V. Marinkovic,PAR,F,3.30,7.1,−0.2,1,18,0,5,3,0,0,0,0,2,5,40.0,1,2,50.0,0,0,0.0,1,2,1,1,0,-9
14,A. Abalde,RMB,F,3.30,5.6,−0.1,1,13,1,3,0,5,0,0,0,1,3,33.3,1,1,100.0,0,0,0.0,0,0,1,3,1,-4
15,I. Bako,PBB,C,3.30,7.1,−0.2,1,7,0,4,2,0,1,0,0,2,2,100.0,0,0,0.0,0,0,0.0,1,1,1,3,0,5
1,T. Jones,PAR,C,3.30,14.3,−0.5,1,20,1,2,3,3,1,1,0,1,3,33.3,0,0,0.0,0,0,0.0,0,3,1,5,1,12
2,T. Horton Tucker,FBB,G,3.00,10.5,−0.4,1,22,1,10,6,0,0,0,2,4,12,33.3,0,5,0.0,2,3,66.7,2,4,2,4,4,-7
3,M. Diakite,BKN,F,3.00,8.5,−0.3,1,12,0,5,3,1,1,0,1,2,4,50.0,1,2,50.0,0,0,0.0,0,3,2,2,0,0
4,D. Davidovac,CZV,F,3.00,4.8,−0.1,1,19,0,4,2,0,1,0,0,2,3,66.7,0,1,0.0,0,0,0.0,2,0,1,2,0,-7
5,L. Samanic,BKN,C,3.00,9.3,−0.3,1,13,0,0,3,2,0,0,0,0,2,0.0,0,1,0.0,0,0,0.0,0,3,1,0,1,0
6,A. Diarra,VIR,C,3.00,8.7,−0.3,1,8,0,4,2,0,0,0,0,2,2,100.0,0,0,0.0,0,1,0.0,1,1,0,3,1,8
7,T. Tarpey,ASM,G,2.20,4.6,−0.1,1,13,0,3,1,0,0,0,0,1,2,50.0,1,2,50.0,0,0,0.0,1,0,0,2,1,-2
8,T. Satoransky,BAR,G,2.20,10.1,−0.4,1,18,1,0,4,5,0,0,0,0,2,0.0,0,1,0.0,0,0,0.0,2,2,1,4,0,-5
9,T. Ginat,HTA,F,2.20,7.9,−0.3,1,6,0,2,1,1,0,0,0,1,2,50.0,0,0,0.0,0,0,0.0,0,1,0,1,0,-5
10,M. Cale,BAR,F,2.20,6.8,−0.2,1,12,0,5,3,1,0,0,0,2,5,40.0,1,2,50.0,0,0,0.0,2,1,1,3,0,-5
11,V. Lucic,BAY,F,2.20,8.6,−0.3,1,24,1,10,1,0,0,0,0,4,8,50.0,1,3,33.3,1,2,50.0,0,1,1,4,1,7
12,D. Osetkowski,PAR,F,2.20,9.7,−0.3,1,19,0,3,3,0,1,0,0,1,4,25.0,1,2,50.0,0,0,0.0,2,1,0,2,0,-10
13,D. Mccormack,BAY,C,2.20,8.2,−0.3,1,15,0,3,5,0,1,0,0,1,3,33.3,0,0,0.0,1,2,50.0,0,5,2,4,2,4
14,K. Kondic,DUB,G,2.00,5.6,−0.2,1,12,0,5,0,0,1,0,1,2,5,40.0,1,3,33.3,0,0,0.0,0,0,0,2,2,-12
15,T. Shorts,PAO,G,2.00,12.3,−0.5,1,11,0,4,1,1,0,0,0,1,3,33.3,0,0,0.0,2,3,66.7,0,1,2,1,2,1
1,Q. Ellis,EA7,G,2.00,6.5,−0.2,1,20,0,2,1,1,0,1,0,1,2,50.0,0,0,0.0,0,0,0.0,0,1,3,2,3,-22
