Rank,Player Name,Team,Position,FPT,CR,PLUS,GP,MIN,ST,PTS,REB,AST,STL,BLK,BA,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,TOV,PF,FD,+/-
6,I. Mike,BAY,F,15.00,7.9,+0.3,1,25,1,18,1,2,0,0,0,8,12,66.7,2,3,66.7,0,0,0.0,0,1,0,3,1,2
7,D. Thompson,VBC,G,14.30,12.2,+0.1,1,22,0,15,2,3,0,1,0,5,10,50.0,2,4,50.0,3,3,100.0,2,0,2,4,3,4
8,S. Milton,PAR,G,14.00,11.7,0.0,1,23,0,10,3,2,0,0,0,3,5,60.0,1,1,100.0,3,3,100.0,1,2,2,0,3,-8
9,C. Miller-mcintyre,CZV,G,14.00,10.7,+0.1,1,29,1,14,2,6,1,0,0,6,12,50.0,1,3,33.3,1,3,33.3,0,2,2,1,2,0
10,I. Bonga,PAR,F,14.00,9.7,+0.2,1,28,0,7,8,1,0,0,0,2,5,40.0,1,2,50.0,2,4,50.0,4,4,0,1,4,-5
11,B. Vautier,ASV,C,14.00,6.7,+0.3,1,19,1,12,4,0,1,0,0,4,5,80.0,0,0,0.0,4,6,66.7,2,2,1,2,3,10
12,S. Larkin,EFS,G,13.20,13.5,−0.1,1,33,1,14,4,5,0,0,1,5,12,41.7,0,4,0.0,4,6,66.7,1,3,2,3,4,8
13,L. Bolmaro,EA7,G,13.20,8.3,+0.2,1,23,1,9,5,2,0,0,0,3,6,50.0,1,1,100.0,2,2,100.0,2,3,1,1,1,10
14,N. Mannion,EA7,G,13.20,7.1,+0.2,1,26,1,9,2,5,0,0,0,4,6,66.7,1,2,50.0,0,0,0.0,0,2,3,3,4,10
15,T. Walkup,OLY,G,13.20,8.8,+0.1,1,28,1,5,4,8,3,0,1,2,6,33.3,1,3,33.3,0,0,0.0,3,1,0,4,1,24
1,B. Colson,FBB,F,13.20,9.4,+0.1,1,14,1,7,2,2,0,1,0,3,6,50.0,0,2,0.0,1,1,100.0,0,2,0,0,3,10
2,I. Wainright,HTA,F,13.20,8.2,+0.2,1,31,1,8,4,0,3,1,0,3,6,50.0,2,5,40.0,0,0,0.0,1,3,0,2,1,12
3,R. Holmes,PAO,C,13.20,12.5,0.0,1,20,1,9,3,2,0,0,0,2,4,50.0,0,0,0.0,5,5,100.0,2,1,1,3,4,-1
4,F. Campazzo,RMB,G,13.00,13.1,−0.1,1,26,0,8,4,5,0,0,0,3,6,50.0,2,4,50.0,0,0,0.0,1,3,2,4,5,4
5,Z. Seljaas,ASV,F,13.00,9.9,+0.1,1,26,0,9,9,2,0,0,1,3,10,30.0,3,8,37.5,0,0,0.0,0,9,0,2,3,16
6,G. Deck,RMB,F,13.00,10.2,0.0,1,21,0,12,4,0,0,0,0,5,6,83.3,0,1,0.0,2,2,100.0,1,3,0,3,1,3
7,M. Guduric,EA7,G,12.10,11.2,0.0,1,17,0,10,2,1,2,0,0,3,5,60.0,3,4,75.0,1,2,50.0,1,1,1,1,1,0
8,D. Bacon,DUB,F,12.10,11.9,0.0,1,25,1,11,2,3,1,0,0,5,9,55.6,1,2,50.0,0,0,0.0,0,2,1,3,2,5
9,E. Osmani,EFS,F,12.10,7.7,+0.2,1,32,1,12,4,2,2,0,0,4,10,40.0,0,3,0.0,4,5,80.0,2,2,3,2,3,13
10,L. Birutis,ZAL,C,12.10,7.0,+0.2,1,10,1,10,3,0,1,0,0,5,8,62.5,0,0,0.0,0,0,0.0,2,1,1,2,3,3
11,J. Pradilla,VBC,C,12.10,9.3,0.0,1,22,0,2,6,2,0,2,0,1,2,50.0,0,1,0.0,0,0,0.0,3,3,1,0,1,7
12,K. Punter,BAR,G,12.00,13.2,−0.1,1,26,1,13,2,2,2,0,1,4,12,33.3,3,7,42.9,2,2,100.0,2,0,1,0,3,4
13,A. Diallo,ASM,F,12.00,10.9,0.0,1,28,1,10,5,1,1,0,1,4,6,66.7,0,0,0.0,2,2,100.0,2,3,2,3,3,-4
14,L. Cavaliere,PBB,F,12.00,4.6,+0.3,1,13,0,5,4,2,1,0,0,2,3,66.7,0,0,0.0,1,1,100.0,1,3,0,0,1,1
15,T. Shengelia,BAR,F,12.00,15.3,−0.2,1,24,1,8,7,3,0,0,0,4,6,66.7,0,1,0.0,0,0,0.0,3,4,4,4,4,0
1,J. Jessup,BAY,F,12.00,6.7,+0.2,1,15,0,9,5,2,0,0,0,3,5,60.0,1,3,33.3,2,2,100.0,4,1,0,3,1,-3
2,K. Diop,BKN,C,12.00,6.2,+0.2,1,21,1,3,7,3,1,2,0,1,2,50.0,0,0,0.0,1,2,50.0,5,2,0,3,1,11
3,T. Satoransky,BAR,G,11.00,10.1,0.0,1,29,1,5,5,4,3,0,0,2,5,40.0,1,3,33.3,0,2,0.0,2,3,2,2,3,2
4,A. Brooks,EA7,G,11.00,7.0,+0.1,1,14,0,8,3,2,2,0,0,3,8,37.5,1,6,16.7,1,2,50.0,1,2,0,1,2,0
5,T. Carter,CZV,G,11.00,9.0,0.0,1,24,0,16,3,2,1,0,0,7,12,58.3,1,3,33.3,1,1,100.0,1,2,3,4,1,-10
6,C. Edwards,VIR,G,11.00,14.5,−0.2,1,21,1,14,1,2,0,0,0,4,9,44.4,3,7,42.9,3,4,75.0,0,1,3,1,3,-9
7,A. Dokossi,PBB,F,11.00,8.0,+0.1,1,17,0,2,10,3,2,0,1,1,2,50.0,0,0,0.0,0,0,0.0,3,7,1,3,0,-1
8,J. Parra,BAR,F,11.00,6.5,+0.1,1,16,0,7,5,1,1,0,0,2,4,50.0,1,2,50.0,2,2,100.0,2,3,1,1,1,-16
9,N. Kalinic,CZV,F,11.00,9.6,0.0,1,27,1,10,1,5,2,0,0,4,5,80.0,2,3,66.7,0,0,0.0,0,1,1,5,0,0
10,A. Samodurov,PAO,F,11.00,4.0,+0.3,1,11,0,6,2,2,0,1,0,3,4,75.0,0,1,0.0,0,0,0.0,0,2,0,0,0,4
11,V. Lucic,BAY,F,11.00,8.6,+0.1,1,24,1,3,8,1,0,1,0,1,3,33.3,1,3,33.3,0,0,0.0,3,5,2,2,4,-5
12,J. Motley,HTA,C,11.00,12.2,−0.2,1,18,0,8,4,2,0,0,0,3,5,60.0,1,1,100.0,1,2,50.0,1,3,1,4,4,10
13,W. Gabriel,BAY,C,11.00,11.2,−0.1,1,25,0,13,4,0,3,0,1,5,8,62.5,0,2,0.0,3,6,50.0,2,2,2,4,4,2
14,G. Watson,ASV,G,10.00,10.1,0.0,1,19,0,14,2,1,0,0,1,5,12,41.7,1,4,25.0,3,4,75.0,0,2,0,1,3,6
15,J. Parker,PAR,F,10.00,11.4,−0.1,1,24,1,11,4,2,0,0,0,4,9,44.4,1,3,33.3,2,2,100.0,2,2,2,2,2,-20
1,M. Ndiaye,ASV,C,10.00,6.7,+0.1,1,20,1,6,5,1,1,1,0,2,3,66.7,0,0,0.0,2,2,100.0,4,1,0,4,1,-9
2,J. Vesely,BAR,C,10.00,10.3,−0.1,1,19,0,13,1,2,0,0,1,6,10,60.0,0,1,0.0,1,2,50.0,1,0,1,1,2,-9
3,D. Hackett,VIR,G,9.90,5.8,+0.1,1,12,0,4,3,1,0,0,0,1,1,100.0,0,0,0.0,2,2,100.0,0,3,0,0,1,11
4,K. Jones,EFS,C,9.90,10.2,−0.1,1,17,1,6,5,0,0,1,0,2,2,100.0,0,0,0.0,2,2,100.0,0,5,1,3,1,-7
5,G. Papagiannis,EFS,C,9.90,7.7,0.0,1,13,0,2,7,1,0,0,0,1,3,33.3,0,1,0.0,0,0,0.0,4,3,0,2,3,7
6,T. Blatt,MTA,G,9.00,8.4,0.0,1,24,1,6,2,9,0,0,0,2,6,33.3,2,4,50.0,0,0,0.0,0,2,4,1,1,-11
7,D. Hommes,PBB,F,9.00,6.9,0.0,1,19,0,9,5,0,0,0,0,3,5,60.0,3,5,60.0,0,0,0.0,2,3,1,2,0,-9
8,C. Frisch,BKN,F,9.00,7.4,0.0,1,14,0,8,2,0,0,1,0,3,5,60.0,2,4,50.0,0,0,0.0,0,2,0,1,1,-15
9,T. Sedekerskis,BKN,F,9.00,10.7,−0.1,1,25,1,8,5,2,0,0,0,3,7,42.9,2,6,33.3,0,0,0.0,2,3,1,1,0,8
10,W. Tavares,RMB,C,9.00,14.4,−0.3,1,22,1,6,2,1,1,3,0,3,6,50.0,0,0,0.0,0,2,0.0,2,0,1,2,4,-1
11,M. Lo,ZAL,G,8.80,9.2,−0.1,1,21,0,11,2,2,0,0,2,3,8,37.5,2,4,50.0,3,4,75.0,0,2,1,0,2,-1
12,I. Iroegbu,VBC,G,8.80,6.8,0.0,1,13,0,8,0,0,0,0,0,2,2,100.0,1,1,100.0,3,4,75.0,0,0,0,1,2,0
13,C. Jones,HTA,G,8.80,11.2,−0.2,1,22,0,12,2,3,1,0,0,5,9,55.6,2,5,40.0,0,0,0.0,0,2,4,2,0,20
14,K. Sloukas,PAO,G,8.80,12.0,−0.2,1,15,0,7,2,2,0,0,0,3,5,60.0,1,2,50.0,0,0,0.0,0,2,0,2,1,2
15,L. Vildoza,VIR,G,8.80,9.1,−0.1,1,16,0,11,2,1,1,0,0,4,8,50.0,2,4,50.0,1,2,50.0,0,2,1,2,1,9
1,A. Tubelis,ZAL,F,8.80,8.1,0.0,1,15,0,9,2,0,1,0,0,3,5,60.0,1,2,50.0,2,3,66.7,1,1,1,3,3,-3
2,D. Sleva,ZAL,F,8.80,8.1,0.0,1,20,1,6,2,2,1,0,0,2,5,40.0,2,3,66.7,0,0,0.0,0,2,0,3,3,8
3,E. Ulanovas,ZAL,F,8.80,8.0,0.0,1,32,1,2,3,5,0,0,0,1,4,25.0,0,2,0.0,0,0,0.0,0,3,0,1,2,1
4,E. Okobo,ASM,G,8.00,11.5,−0.2,1,24,1,9,0,7,0,0,0,4,12,33.3,1,2,50.0,0,0,0.0,0,0,0,1,1,-3
5,J. Dibartolomeo,MTA,G,8.00,5.6,+0.1,1,9,0,4,2,1,1,0,0,1,2,50.0,0,1,0.0,2,2,100.0,1,1,0,1,2,6
6,O. Brissett,MTA,F,8.00,12.0,−0.2,1,25,1,9,7,1,0,0,0,4,9,44.4,1,3,33.3,0,1,0.0,1,6,1,4,2,-4
7,B. Fernando,RMB,C,8.00,7.4,0.0,1,11,0,4,4,2,0,0,0,2,3,66.7,0,0,0.0,0,0,0.0,1,3,0,2,1,1
8,M. Wright Iv,DUB,G,7.70,10.6,−0.1,1,36,1,5,3,7,1,0,1,2,8,25.0,1,1,100.0,0,0,0.0,1,2,0,3,1,15
9,T. Biberovic,FBB,F,7.70,6.6,−0.1,1,23,0,9,5,2,1,0,1,3,8,37.5,3,6,50.0,0,0,0.0,0,5,2,3,1,11
10,G. Ricci,EA7,F,7.70,4.9,+0.1,1,10,0,8,0,1,0,0,0,3,5,60.0,2,4,50.0,0,0,0.0,0,0,0,0,0,0
11,A. Smailagic,VIR,F,7.70,8.8,−0.1,1,22,1,9,4,1,0,1,2,3,8,37.5,1,4,25.0,2,4,50.0,1,3,1,3,5,-4
12,J. Dowtin Jr,MTA,G,7.00,12.1,−0.2,1,20,0,8,0,5,0,1,0,3,5,60.0,1,3,33.3,1,1,100.0,0,0,3,2,0,3
13,M. Hezonja,RMB,F,7.00,13.3,−0.3,1,25,1,14,3,1,3,0,0,7,19,36.8,0,7,0.0,0,0,0.0,0,3,1,2,1,-5
14,Y. Fall,BAR,C,7.00,7.1,0.0,1,9,0,6,1,0,0,0,0,2,3,66.7,0,0,0.0,2,2,100.0,1,0,0,0,1,-5
15,B. Boston Jr.,FBB,G,6.60,11.7,−0.3,1,9,0,5,3,0,1,0,0,2,4,50.0,1,3,33.3,0,0,0.0,0,3,1,0,0,0
1,S. Lee,OLY,G,6.60,7.6,−0.1,1,15,0,4,0,2,1,0,0,2,3,66.7,0,0,0.0,0,0,0.0,0,0,0,0,0,-17
2,E. Fournier,OLY,G,6.60,12.3,−0.3,1,25,1,10,1,2,1,0,0,3,9,33.3,0,5,0.0,4,4,100.0,0,1,1,3,2,18
3,M. Jantunen,FBB,F,6.60,8.9,−0.1,1,15,1,5,3,1,0,1,0,2,4,50.0,1,3,33.3,0,0,0.0,2,1,0,4,2,19
4,C. Malcolm,HTA,F,6.60,7.3,−0.1,1,19,1,4,2,2,1,1,0,2,3,66.7,0,0,0.0,0,0,0.0,1,1,1,2,0,4
5,A. Bacot Jr.,FBB,C,6.60,10.7,−0.2,1,14,1,4,1,0,1,0,0,2,2,100.0,0,0,0.0,0,0,0.0,0,1,2,0,2,-6
6,D. Hall,OLY,C,6.60,12.0,−0.3,1,15,0,8,2,0,1,0,1,3,6,50.0,0,0,0.0,2,2,100.0,1,1,0,3,2,-10
7,A. M'baye,PBB,F,6.00,8.4,−0.1,1,17,1,6,1,1,0,1,0,2,6,33.3,1,2,50.0,1,2,50.0,1,0,0,1,3,2
8,D. Lighty,ASV,F,6.00,5.7,0.0,1,21,0,7,3,1,0,0,0,3,6,50.0,1,2,50.0,0,0,0.0,2,1,0,2,0,-10
9,T. Leaf,MTA,F,6.00,10.9,−0.3,1,8,0,3,1,1,1,1,0,1,1,100.0,0,0,0.0,1,1,100.0,0,1,0,2,1,1
10,N. Williams-goss,ZAL,G,5.50,10.2,−0.2,1,24,1,14,1,0,0,0,0,6,13,46.2,2,4,50.0,0,0,0.0,0,1,2,2,1,3
11,M. Morgan,VIR,G,5.50,7.7,−0.1,1,18,0,7,1,1,0,0,0,2,5,40.0,1,3,33.3,2,3,66.7,0,1,0,2,2,15
12,I. Brazdeikis,ZAL,F,5.50,6.9,−0.1,1,12,0,4,3,1,0,0,0,1,3,33.3,1,2,50.0,1,2,50.0,0,3,0,1,1,-1
13,M. Birsen,FBB,F,5.50,4.3,0.0,1,1,0,3,1,0,0,0,0,1,1,100.0,0,0,0.0,1,1,100.0,0,1,0,0,1,7
14,N. Laprovittola,BAR,G,5.00,11.1,−0.3,1,12,0,6,0,3,2,0,1,2,5,40.0,1,4,25.0,1,1,100.0,0,0,1,3,2,-16
15,C. Okeke,RMB,F,5.00,13.8,−0.4,1,22,1,6,7,0,1,0,1,2,8,25.0,1,5,20.0,1,2,50.0,2,5,1,2,2,-8
1,A. Abalde,RMB,F,5.00,5.6,−0.1,1,14,1,2,3,2,0,0,0,1,2,50.0,0,1,0.0,0,0,0.0,1,2,1,1,1,7
2,S. De Larrea,VBC,G,4.40,7.1,−0.1,1,15,1,6,4,2,1,0,0,3,5,60.0,0,0,0.0,0,2,0.0,3,1,3,4,2,-4
3,T. Ginat,HTA,F,4.40,7.9,−0.2,1,16,0,4,2,1,1,0,0,2,4,50.0,0,0,0.0,0,0,0.0,0,2,1,2,1,8
4,A. Peters,OLY,F,4.40,9.1,−0.3,1,11,0,7,0,0,1,0,0,3,5,60.0,1,1,100.0,0,0,0.0,0,0,1,1,0,-2
5,D. Alston Jr.,VIR,F,4.40,8.7,−0.3,1,14,1,2,2,1,0,0,0,1,1,100.0,0,0,0.0,0,0,0.0,0,2,0,1,0,2
6,M. Diouf,VIR,C,4.40,6.7,−0.1,1,11,0,4,3,2,0,1,0,2,6,33.3,0,0,0.0,0,0,0.0,0,3,1,1,0,2
7,C. Jones,PAR,G,4.00,14.4,−0.5,1,29,0,4,4,6,1,0,0,1,10,10.0,0,3,0.0,2,2,100.0,2,2,1,2,1,2
8,S. Brown,PAR,G,4.00,10.8,−0.3,1,23,1,6,3,2,0,0,0,2,5,40.0,0,1,0.0,2,2,100.0,0,3,2,3,1,-5
9,E. Jackson,ASV,F,4.00,4.7,0.0,1,15,0,2,1,2,0,0,0,0,2,0.0,0,1,0.0,2,2,100.0,0,1,0,2,3,2
10,T. Lyles,RMB,F,4.00,12.0,−0.4,1,9,0,4,2,0,1,0,0,1,4,25.0,0,1,0.0,2,2,100.0,0,2,1,0,1,3
11,I. Cordinier,EFS,G,3.30,10.7,−0.3,1,31,1,7,3,2,0,0,1,3,11,27.3,0,4,0.0,1,1,100.0,2,1,0,2,2,11
12,B. Taylor,VIR,G,3.30,8.1,−0.3,1,12,0,3,0,2,0,0,0,1,2,50.0,1,1,100.0,0,0,0.0,0,0,2,0,1,1
13,A. Pajola,VIR,G,3.30,8.0,−0.2,1,12,1,2,2,1,0,0,0,0,3,0.0,0,3,0.0,2,2,100.0,1,1,0,1,2,-4
14,A. Butkevicius,ZAL,F,3.30,7.2,−0.1,1,8,0,3,0,1,1,0,0,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0,3,1,-7
15,J. Anderson,DUB,F,3.30,6.4,−0.2,1,14,0,2,1,1,1,0,0,1,2,50.0,0,1,0.0,0,0,0.0,0,1,0,1,0,6
1,L. Walker Iv,MTA,G,3.00,12.9,−0.5,1,15,0,3,1,0,3,0,0,1,6,16.7,1,6,16.7,0,0,0.0,1,0,0,0,1,0
2,S. Jovic,BAY,G,3.00,6.4,−0.2,1,20,1,4,1,5,0,0,0,2,4,50.0,0,1,0.0,0,0,0.0,0,1,3,2,0,-6
3,D. Kramer,RMB,G,3.00,7.0,−0.2,1,10,0,2,1,0,1,0,0,1,2,50.0,0,0,0.0,0,0,0.0,0,1,0,0,0,-1
4,J. Blossomgame,ASM,F,3.00,8.0,−0.2,1,19,0,4,5,0,0,0,0,2,6,33.3,0,2,0.0,0,0,0.0,1,4,0,2,0,5
5,D. Willis,PBB,F,3.00,8.9,−0.2,1,18,0,4,3,1,1,0,0,1,5,20.0,0,2,0.0,2,3,66.7,1,2,1,2,2,-17
6,S. Harrison,ASV,F,3.00,6.5,−0.2,1,23,1,6,2,2,1,0,1,3,7,42.9,0,0,0.0,0,0,0.0,1,1,3,2,2,-4
7,A. Pokusevski,PAR,F,3.00,5.6,−0.2,1,7,0,6,0,0,0,0,0,2,2,100.0,2,2,100.0,0,0,0.0,0,0,1,2,0,7
8,M. Faye,PBB,C,3.00,7.3,−0.2,1,11,1,2,4,0,1,0,0,1,1,100.0,0,0,0.0,0,0,0.0,1,3,1,3,0,-2
9,W. Hernangomez,BAR,C,3.00,12.5,−0.4,1,12,1,1,2,0,1,0,0,0,1,0.0,0,0,0.0,1,2,50.0,0,2,0,0,1,-2
10,M. Santos,MTA,C,3.00,7.3,−0.2,1,14,0,6,0,0,0,1,0,2,4,50.0,0,1,0.0,2,2,100.0,0,0,2,2,2,7
11,Q. Ellis,EA7,G,2.20,6.5,−0.2,1,12,0,2,0,2,2,0,0,1,3,33.3,0,1,0.0,0,1,0.0,0,0,2,1,2,10
12,A. Abass,DUB,F,2.20,6.0,−0.3,1,9,0,3,0,0,0,0,0,1,2,50.0,1,1,100.0,0,0,0.0,0,0,0,0,0,-1
13,K. Mitoglou,PAO,F,2.20,8.6,−0.3,1,12,0,2,1,0,0,0,0,1,3,33.3,0,0,0.0,0,1,0.0,1,0,0,2,4,3
14,K. Jallow,VIR,F,2.20,8.7,−0.3,1,28,1,2,3,0,0,0,1,1,3,33.3,0,0,0.0,0,0,0.0,2,1,0,2,2,-5
15,N. Nedovic,ASM,G,2.00,7.1,−0.3,1,13,0,2,1,1,2,0,0,1,2,50.0,0,0,0.0,0,0,0.0,0,1,0,4,1,14
1,J. Clark Iii,MTA,G,2.00,8.0,−0.3,1,17,1,7,3,1,3,0,1,3,11,27.3,0,2,0.0,1,1,100.0,2,1,1,5,3,-6
