Rank,Player Name,Team,Position,FPT,CR,PLUS,GP,MIN,ST,PTS,REB,AST,STL,BLK,BA,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,TOV,PF,FD,+/-
13,M. Guduric,FBB,G,14.30,10.7,+0.2,1,24,0,12,5,5,1,0,1,3,8,37.5,2,5,40.0,4,5,80.0,2,3,3,3,3,7
14,T. Walkup,OLY,G,14.30,6.7,+0.1,1,24,1,0,3,11,1,1,0,0,1,0.0,0,1,0.0,0,0,0.0,0,3,2,2,2,2
15,S. Mckissic,OLY,G,13.20,5.8,+0.1,1,19,0,8,6,2,0,0,0,3,4,75.0,1,2,50.0,1,2,50.0,0,6,2,1,1,3
1,D. Motiejunas,ASM,C,12.10,6.7,+0.1,1,19,1,8,6,1,0,1,0,3,5,60.0,1,1,100.0,1,2,50.0,2,4,2,2,2,7
2,N. Williams-goss,OLY,G,11.00,9.3,+0.1,1,17,0,13,2,2,1,0,0,5,9,55.6,2,4,50.0,1,1,100.0,1,1,2,4,2,3
3,L. Vildoza,OLY,G,11.00,5.9,0.0,1,20,1,8,3,3,2,0,0,3,8,37.5,2,5,40.0,0,0,0.0,0,3,1,1,1,2
4,D. Hall,FBB,G,9.90,8.4,+0.1,1,29,1,5,2,5,0,0,0,2,4,50.0,1,3,33.3,0,0,0.0,0,2,2,2,3,15
5,B. Colson,FBB,F,9.90,7.6,−0.1,1,26,1,10,4,1,1,1,0,5,11,45.5,0,4,0.0,0,2,0.0,1,3,1,2,3,10
6,V. Brown,ASM,F,8.80,4.2,0.0,1,19,0,4,5,2,1,0,0,2,5,40.0,0,1,0.0,0,0,0.0,3,2,1,1,1,13
7,A. Diallo,ASM,F,7.70,11.6,−0.2,1,23,1,9,1,3,1,0,1,4,6,66.7,1,1,100.0,0,0,0.0,1,0,2,4,2,18
8,J. Grant,PAO,G,7.00,10.7,−0.2,1,21,1,6,0,5,1,0,0,1,4,25.0,0,0,0.0,4,4,100.0,0,0,3,2,3,-1
9,W. Gabriel,PAO,C,7.00,7.8,−0.3,1,13,0,5,7,0,0,0,0,2,4,50.0,0,1,0.0,1,2,50.0,1,6,2,1,1,-5
10,N. Melli,FBB,F,6.60,8.5,−0.2,1,18,0,7,3,0,1,1,0,2,5,40.0,1,3,33.3,2,2,100.0,1,2,0,4,1,1
11,K. Birch,FBB,C,6.60,6.3,−0.2,1,9,1,4,2,1,0,1,0,2,3,66.7,0,0,0.0,0,0,0.0,1,1,0,1,0,-1
12,M. Strazel,ASM,G,5.50,8.1,0.0,1,17,0,5,0,0,1,0,0,1,3,33.3,0,2,0.0,3,3,100.0,0,0,0,0,1,7
13,S. Sanli,FBB,C,5.50,5.0,0.0,1,16,0,6,8,0,0,0,0,3,8,37.5,0,1,0.0,0,0,0.0,6,2,1,4,1,1
14,K. Mitoglou,PAO,F,5.00,6.9,−0.2,1,13,0,5,2,1,0,0,0,2,4,50.0,1,2,50.0,0,0,0.0,0,2,1,0,0,-2
15,K. Papanikolaou,OLY,F,4.40,6.9,−0.2,1,10,0,3,1,2,0,0,0,1,2,50.0,1,1,100.0,0,0,0.0,0,1,0,1,0,7
1,A. Peters,OLY,F,4.40,9.4,−0.3,1,12,0,4,2,1,1,0,0,1,2,50.0,1,1,100.0,1,1,100.0,1,1,0,4,1,7
2,M. Fall,OLY,C,4.40,8.8,−0.3,1,16,1,4,4,0,0,0,0,1,2,50.0,0,0,0.0,2,3,66.7,1,3,1,3,2,1
3,O. Yurtseven,PAO,C,4.00,9.1,−0.4,1,4,0,4,1,0,0,0,0,2,2,100.0,0,0,0.0,0,0,0.0,0,1,0,1,0,-6
4,S. Lee,OLY,G,3.00,8.2,−0.5,1,11,0,5,2,2,1,0,2,1,6,16.7,0,2,0.0,3,4,75.0,0,2,3,0,4,-11
5,I. Papapetrou,PAO,F,3.00,4.0,−0.2,1,8,0,3,0,0,0,0,0,1,1,100.0,0,0,0.0,1,2,50.0,0,0,0,0,1,-5
6,J. Blossomgame,ASM,F,2.20,9.2,−0.2,1,18,1,6,2,0,0,0,0,1,4,25.0,1,3,33.3,3,4,75.0,0,2,0,4,2,-8
7,P. Kalaitzakis,PAO,F,2.00,4.0,0.0,1,1,0,2,0,0,0,0,0,1,1,100.0,0,0,0.0,0,1,0.0,0,0,0,0,1,2
8,A. Zagars,FBB,G,1.10,6.0,−0.3,1,10,0,2,1,2,0,0,0,0,2,0.0,0,2,0.0,2,2,100.0,1,0,1,3,2,-10
9,W. Baldwin Iv,FBB,G,0.00,11.6,−0.6,1,3,1,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,-2
10,T. Dorsey,OLY,G,0.00,4.0,−0.4,1,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,-3
11,T. Tarpey,ASM,G,-0.90,4.0,−0.3,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,-3
12,E. Okobo,ASM,G,-0.90,12.4,−0.6,1,25,0,6,1,0,1,0,1,1,8,12.5,0,2,0.0,4,6,66.7,0,1,1,1,3,9
13,T. Biberovic,FBB,F,-0.90,8.8,−0.4,1,21,0,4,4,0,0,0,0,2,9,22.2,0,5,0.0,0,0,0.0,2,2,1,2,1,-6
14,D. Pierre,FBB,F,-1.80,5.7,−0.5,1,6,0,0,0,0,0,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,-11
15,M. Wright,OLY,C,-3.60,6.3,−0.6,1,3,0,0,0,1,0,0,1,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,2,0,-3
1,L. Brown,PAO,G,-4.00,7.5,−0.8,1,9,1,0,0,3,0,0,0,0,3,0.0,0,1,0.0,0,0,0.0,0,0,2,2,0,-7
