Rank,Player Name,Team,Position,FPT,CR,PLUS,GP,MIN,ST,PTS,REB,AST,STL,BLK,BA,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,TOV,PF,FD,+/-
3,T. Dorsey,OLY,G,3.00,4.0,−0.3,1,16,1,6,0,1,0,0,0,1,5,20.0,0,3,0.0,4,4,100.0,0,0,1,2,3,-8
4,M. Grigonis,PAO,G,1.10,4.0,−0.3,1,17,1,3,2,1,0,0,0,1,5,20.0,1,4,25.0,0,0,0.0,1,1,2,1,2,11
5,D. Motiejunas,ASM,C,1.10,6.7,−0.4,1,24,1,2,8,0,0,0,0,1,7,14.3,0,1,0.0,0,0,0.0,5,3,1,2,0,7
6,L. Vildoza,OLY,G,1.00,5.9,−0.5,1,4,0,2,0,2,0,0,0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,3,0,2
7,E. Fournier,OLY,G,0.00,12.9,−0.6,1,22,1,5,0,1,0,0,0,1,3,33.3,1,2,50.0,2,2,100.0,0,0,2,4,2,-7
8,S. Wilbekin,FBB,G,0.00,6.9,−0.5,1,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,1,-3
9,K. Papanikolaou,OLY,F,0.00,6.9,−0.4,1,15,0,0,0,1,0,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,1,-1
10,P. Kalaitzakis,PAO,F,0.00,4.0,−0.2,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,-5
11,A. Zagars,FBB,G,-0.90,6.0,−0.4,1,3,0,3,0,0,0,0,0,0,1,0.0,0,1,0.0,3,4,75.0,0,0,0,3,1,3
12,A. Peters,OLY,F,-1.00,9.4,−0.6,1,9,0,2,1,0,0,0,1,1,3,33.3,0,0,0.0,0,0,0.0,0,1,0,1,0,-7
