Rank,Player Name,Team,Position,FPT,CR,PLUS,GP,MIN,ST,PTS,REB,AST,STL,BLK,BA,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,TOV,PF,FD,+/-
6,S. Mckissic,OLY,G,12.10,5.8,+0.1,1,15,0,10,3,1,0,0,0,3,6,50.0,0,3,0.0,4,9,44.4,0,3,0,0,5,10
7,B. Colson,FBB,F,9.90,7.6,−0.1,1,23,1,7,5,1,1,1,0,3,7,42.9,1,1,100.0,0,0,0.0,1,4,1,1,0,4
8,M. Wright,OLY,C,8.80,6.3,−0.1,1,8,0,4,3,0,2,0,0,2,2,100.0,0,0,0.0,0,0,0.0,1,2,1,0,0,8
9,D. Pierre,FBB,F,7.70,5.7,−0.1,1,13,0,6,2,2,1,0,0,2,2,100.0,2,2,100.0,0,0,0.0,1,1,1,3,0,5
10,I. Papapetrou,PAO,F,7.70,4.0,0.0,1,14,1,7,2,1,1,0,0,3,5,60.0,0,1,0.0,1,1,100.0,1,1,2,1,1,0
11,K. Mitoglou,PAO,F,5.50,6.9,−0.2,1,6,0,3,0,0,2,0,0,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0,0,0,4
12,V. Brown,ASM,F,5.00,4.2,−0.1,1,18,1,2,5,1,0,0,1,1,3,33.3,0,1,0.0,0,0,0.0,1,4,0,0,0,-11
13,A. Diallo,ASM,F,5.00,11.6,−0.4,1,22,0,6,1,2,1,0,0,2,4,50.0,0,1,0.0,2,4,50.0,1,0,2,3,4,11
14,D. Motiejunas,ASM,C,5.00,6.7,−0.2,1,19,1,8,0,1,1,0,0,4,6,66.7,0,0,0.0,0,0,0.0,0,0,2,1,0,6
15,A. Peters,OLY,F,4.40,9.4,−0.3,1,20,0,5,2,1,0,0,0,1,4,25.0,1,4,25.0,2,2,100.0,1,1,0,2,1,10
1,L. Vildoza,OLY,G,3.30,5.9,−0.3,1,14,0,0,3,1,1,0,0,0,1,0.0,0,0,0.0,0,0,0.0,1,2,0,1,0,2
2,K. Papanikolaou,OLY,F,3.30,6.9,−0.3,1,17,1,3,2,0,0,0,0,1,3,33.3,1,2,50.0,0,0,0.0,0,2,0,1,1,7
3,K. Birch,FBB,C,3.30,6.3,−0.4,1,16,1,0,4,2,2,1,0,0,1,0.0,0,0,0.0,0,0,0.0,1,3,2,4,1,2
4,O. Yurtseven,PAO,C,3.30,9.1,−0.4,1,8,0,4,3,0,0,0,1,2,3,66.7,0,0,0.0,0,0,0.0,2,1,2,1,1,0
5,G. Papagiannis,ASM,C,3.00,8.5,−0.4,1,20,0,3,1,0,0,2,0,1,2,50.0,0,0,0.0,1,2,50.0,0,1,1,1,1,-3
6,N. Melli,FBB,F,2.20,8.5,−0.4,1,20,0,0,5,1,1,1,0,0,3,0.0,0,3,0.0,0,2,0.0,0,5,1,3,3,16
7,E. Okobo,ASM,G,0.00,12.4,−0.6,1,16,0,4,0,0,0,0,0,1,5,20.0,0,2,0.0,2,2,100.0,0,0,1,2,3,-11
8,C. Osman,PAO,F,0.00,10.4,−0.5,1,8,0,0,1,1,0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,1,1,0
9,M. Fall,OLY,C,0.00,8.8,−0.5,1,10,0,2,1,2,0,0,0,1,2,50.0,0,0,0.0,0,1,0.0,1,0,0,4,1,7
10,N. Williams-goss,OLY,G,-0.90,9.3,−0.4,1,13,0,2,2,0,0,0,0,0,3,0.0,0,2,0.0,2,2,100.0,1,1,2,2,2,-1
11,M. Jaiteh,ASM,C,-2.00,8.2,−0.4,1,4,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,-5
12,M. Strazel,ASM,G,-3.00,8.1,−0.4,1,13,0,2,2,0,0,0,0,1,5,20.0,0,3,0.0,0,0,0.0,1,1,3,1,1,-7
