Rank,Player Name,Team,Position,FPT,CR,PLUS,GP,MIN,ST,PTS,REB,AST,STL,BLK,BA,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,TOV,PF,FD,+/-
14,S. Sanli,FBB,C,14.30,5.0,+0.3,1,16,0,10,4,0,0,0,0,2,2,100.0,1,1,100.0,5,6,83.3,2,2,0,3,3,7
15,J. Grant,PAO,G,13.20,10.7,+0.1,1,28,1,11,1,4,1,0,0,2,6,33.3,2,3,66.7,5,6,83.3,0,1,0,4,4,10
1,J. Hernangomez,PAO,F,13.20,14.9,0.0,1,22,0,4,4,1,1,0,0,2,3,66.7,0,1,0.0,0,0,0.0,1,3,0,0,3,0
2,J. Loyd,ASM,G,11.00,8.5,−0.1,1,23,0,9,3,0,2,0,0,3,6,50.0,1,4,25.0,2,2,100.0,0,3,1,2,2,12
3,G. Papagiannis,ASM,C,11.00,8.5,0.0,1,18,0,8,5,1,0,2,0,3,5,60.0,2,2,100.0,0,0,0.0,1,4,0,4,0,9
4,A. Zagars,FBB,G,9.90,6.0,+0.1,1,24,1,10,2,3,1,0,0,3,7,42.9,1,3,33.3,3,6,50.0,1,1,3,2,5,6
5,O. Yurtseven,PAO,C,9.90,9.1,−0.1,1,11,0,7,5,0,0,1,0,3,3,100.0,1,1,100.0,0,0,0.0,2,3,2,4,2,5
6,D. Motiejunas,ASM,C,8.80,6.7,−0.1,1,14,1,5,4,3,1,0,0,2,4,50.0,0,0,0.0,1,5,20.0,2,2,2,2,5,2
7,N. Williams-goss,OLY,G,7.70,9.3,0.0,1,22,0,10,2,3,2,0,0,4,10,40.0,1,4,25.0,1,1,100.0,0,2,3,3,2,3
8,V. Brown,ASM,F,7.70,4.2,0.0,1,10,1,7,2,0,1,0,0,2,4,50.0,1,2,50.0,2,2,100.0,0,2,1,1,1,2
9,J. Blossomgame,ASM,F,7.70,9.2,0.0,1,25,1,9,3,1,0,0,1,4,6,66.7,1,2,50.0,0,0,0.0,1,2,1,4,2,5
10,P. Cornelie,ASM,F,6.60,4.0,0.0,1,18,0,1,6,1,0,1,0,0,1,0.0,0,1,0.0,1,2,50.0,4,2,1,3,3,3
11,M. Fall,OLY,C,6.60,8.8,−0.2,1,13,1,4,0,3,0,1,1,1,2,50.0,0,0,0.0,2,2,100.0,0,0,0,1,1,0
12,I. Papapetrou,PAO,F,5.50,4.0,−0.1,1,23,1,9,1,0,1,0,0,3,5,60.0,3,5,60.0,0,0,0.0,0,1,0,4,0,1
13,M. Strazel,ASM,G,4.40,8.1,0.0,1,18,1,8,0,2,0,0,1,2,5,40.0,2,4,50.0,2,2,100.0,0,0,3,2,3,0
14,D. Pierre,FBB,F,3.30,5.7,−0.2,1,22,0,6,1,1,1,0,1,1,5,20.0,0,2,0.0,4,4,100.0,0,1,1,2,2,13
15,K. Mitoglou,PAO,F,3.30,6.9,−0.3,1,19,1,5,1,1,1,1,0,2,4,50.0,1,2,50.0,0,0,0.0,0,1,2,2,0,1
1,K. Papanikolaou,OLY,F,3.30,6.9,−0.2,1,9,0,5,2,0,0,0,0,2,4,50.0,1,3,33.3,0,0,0.0,1,1,1,1,0,0
2,M. Wright,OLY,C,3.30,6.3,−0.2,1,6,0,4,0,0,0,0,0,2,3,66.7,0,0,0.0,0,0,0.0,0,0,0,0,0,0
3,T. Dorsey,OLY,G,2.20,4.0,−0.3,1,7,0,3,0,0,0,0,0,1,2,50.0,0,0,0.0,1,1,100.0,0,0,2,0,2,0
4,N. Melli,FBB,F,2.20,8.5,−0.4,1,18,0,2,7,1,0,0,0,1,4,25.0,0,1,0.0,0,0,0.0,1,6,1,4,0,12
5,K. Birch,FBB,C,2.20,6.3,−0.4,1,8,1,0,2,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0,1,0,-7
6,W. Gabriel,PAO,C,2.00,7.8,−0.5,1,18,1,6,3,1,1,2,1,3,9,33.3,0,1,0.0,0,1,0.0,3,0,2,4,3,-3
7,S. Mckissic,OLY,G,1.10,5.8,−0.3,1,3,0,2,1,1,0,0,0,0,1,0.0,0,1,0.0,2,4,50.0,1,0,1,1,2,0
8,P. Kalaitzakis,PAO,F,1.10,4.0,0.0,1,6,0,0,2,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0,1,0,6
9,A. Peters,OLY,F,1.10,9.4,−0.4,1,12,0,2,0,0,0,0,0,1,2,50.0,0,0,0.0,0,0,0.0,0,0,0,0,0,3
10,S. Lee,OLY,G,1.00,8.2,−0.5,1,12,0,4,2,1,1,0,0,2,6,33.3,0,3,0.0,0,0,0.0,1,1,2,2,1,0
11,M. Mahmutoglu,FBB,G,0.00,4.0,−0.2,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1
12,C. Osman,PAO,F,-1.80,10.4,−0.5,1,8,0,0,2,1,0,0,0,0,2,0.0,0,1,0.0,0,0,0.0,1,1,2,1,0,-2
13,T. Walkup,OLY,G,-3.60,6.7,−0.6,1,18,1,2,2,2,2,1,1,1,6,16.7,0,3,0.0,0,0,0.0,0,2,2,5,0,0
14,T. Biberovic,FBB,F,-3.60,8.8,−0.5,1,15,1,2,1,0,0,0,0,1,5,20.0,0,2,0.0,0,0,0.0,1,0,1,3,1,-1
