Rank,Player Name,Team,Position,FPT,CR,PLUS,GP,MIN,ST,PTS,REB,AST,STL,BLK,BA,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,TOV,PF,FD,+/-
4,G. Papagiannis,ASM,C,8.80,8.5,−0.1,1,17,0,13,1,0,1,1,0,6,8,75.0,1,2,50.0,0,0,0.0,0,1,2,4,0,4
5,L. Brown,PAO,G,7.00,7.5,−0.3,1,20,0,4,4,4,0,0,1,2,5,40.0,0,2,0.0,0,0,0.0,0,4,1,2,2,3
6,B. Colson,FBB,F,7.00,7.6,−0.2,1,15,1,9,2,0,1,0,1,3,7,42.9,3,4,75.0,0,0,0.0,1,1,0,1,1,-3
7,M. Fall,OLY,C,7.00,8.8,−0.2,1,14,1,8,1,2,0,0,0,3,3,100.0,0,0,0.0,2,4,50.0,0,1,3,3,4,9
8,J. Blossomgame,ASM,F,6.60,9.2,−0.1,1,19,0,7,1,1,1,0,0,3,6,50.0,1,2,50.0,0,0,0.0,0,1,0,3,2,0
9,J. Grant,PAO,G,6.00,10.7,−0.2,1,31,1,9,2,3,0,0,0,4,8,50.0,1,2,50.0,0,0,0.0,1,1,2,2,0,-8
10,V. Brown,ASM,F,5.50,4.2,−0.1,1,17,1,9,1,0,0,0,0,3,5,60.0,1,3,33.3,2,3,66.7,1,0,0,3,1,4
11,M. Guduric,FBB,G,5.00,10.7,−0.2,1,17,0,8,2,3,2,0,0,3,9,33.3,0,4,0.0,2,2,100.0,1,1,3,4,3,-15
12,I. Papapetrou,PAO,F,5.00,4.0,−0.1,1,5,0,3,1,1,0,0,0,0,1,0.0,0,0,0.0,3,4,75.0,1,0,0,0,2,-5
13,K. Papanikolaou,OLY,F,5.00,6.9,−0.2,1,16,0,7,4,0,0,0,0,2,4,50.0,2,4,50.0,1,2,50.0,1,3,2,2,1,-30
14,D. Pierre,FBB,F,4.00,5.7,−0.2,1,5,0,0,4,1,0,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,4,0,1,1,-4
15,D. Motiejunas,ASM,C,2.20,6.7,−0.3,1,15,1,3,2,1,0,0,1,1,2,50.0,0,0,0.0,1,2,50.0,0,2,0,3,2,-6
1,N. Hayes-davis,FBB,F,1.00,17.2,−0.7,1,31,1,6,2,0,0,0,0,2,8,25.0,1,2,50.0,1,1,100.0,1,1,1,3,3,-10
2,K. Birch,FBB,C,1.00,6.3,−0.4,1,14,1,2,2,1,0,1,0,1,2,50.0,0,0,0.0,0,0,0.0,1,1,1,4,1,4
3,J. Begarin,ASM,G,0.00,4.0,−0.3,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,3
4,K. Mitoglou,PAO,F,0.00,6.9,−0.4,1,11,1,3,3,0,1,0,0,1,5,20.0,0,1,0.0,1,1,100.0,1,2,1,3,1,-7
5,M. Strazel,ASM,G,-0.90,8.1,−0.3,1,16,0,0,2,2,0,0,1,0,3,0.0,0,2,0.0,0,0,0.0,1,1,0,2,1,-9
6,N. Melli,FBB,F,-1.00,8.5,−0.5,1,14,0,0,5,3,0,0,0,0,6,0.0,0,4,0.0,0,0,0.0,1,4,1,2,0,13
7,C. Osman,PAO,F,-1.00,10.4,−0.5,1,20,1,3,1,0,1,1,0,1,5,20.0,1,5,20.0,0,0,0.0,1,0,1,3,1,-2
8,O. Yurtseven,PAO,C,-1.00,9.1,−0.5,1,5,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,2,0,-5
9,T. Dorsey,OLY,G,-2.00,4.0,−0.4,1,5,0,0,0,0,0,0,0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,-6
10,S. Mckissic,OLY,G,-4.00,5.8,−0.5,1,15,0,0,1,1,0,0,0,0,4,0.0,0,4,0.0,0,0,0.0,0,1,0,2,0,-9
11,N. Williams-goss,OLY,G,-5.00,9.3,−0.5,1,16,0,0,1,3,0,0,1,0,7,0.0,0,5,0.0,0,0,0.0,0,1,0,1,0,-13
